site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.4352262344363289,0.4352262344363289,10414.341416546107,10414.341416546107,23928.57,34342.91141654611
,7,0.11489186895911238,0.10441792322228809,5234.39690139433,3691.052461116946,44523.14,41467.798035872394
Evet,639,0.11349003246336968,0.08975856247717909,4604.552640273651,3555.778994625427,40789.81549295775,40273.49486661277
Hayır,1106,0.09973163199383324,0.07766900245372896,3813.7830010099105,2820.2527040704463,37929.744683544304,37585.08092557145
