site_project_id,n,mean_actual,mean_pred,mean_residual
panorama_3,1,68780.49,42976.97626866218,-25803.51373133782
yuvacik_pasadagi_mh,1,57241.38,36340.773961882864,-20900.606038117134
temizel_tepe_loft,1,52777.78,34365.80175385613,-18411.978246143866
vistapark,1,60000.0,42029.766612604726,-17970.233387395274
semt_bahcecik,1,61111.11,44122.43620783328,-16988.673792166723
merkezde_essiz_bir,1,56666.67,40660.7266053506,-16005.943394649395
yuvacikta,1,57500.0,41953.53701666357,-15546.46298333643
akven_armoni_teras,1,51415.09,36766.05088730285,-14649.039112697144
erenoglu_gm_den,1,60185.19,45982.380971101375,-14202.809028898628
panoramakent_3,1,54166.67,40442.412629504746,-13724.257370495252
orka_life,3,56599.920000000006,45113.43479230423,-11486.48520769577
pasadag_mh_de_konsept_talha_park,1,41807.91,30391.787494126933,-11416.12250587307
kolayli_kullar,1,48333.33,37342.036892319826,-10991.293107680176
kolayli,1,50000.0,39183.5450305183,-10816.454969481703
ara,1,55312.5,44688.84477788994,-10623.655222110057
ustgrup_lifeside,3,54816.92999999999,44643.388096105635,-10173.541903894364
zeray_korupark,6,49349.613333333335,39373.673457773875,-9975.939875559458
yagmurkent,1,57692.31,47796.515660849254,-9895.794339150743
seymen,1,55714.29,46027.02718490316,-9687.262815096838
cb_mahall_den_pasadag_da,1,42857.14,33224.85700571714,-9632.282994282861
bulvar,2,51688.655,42511.903606051856,-9176.75139394814
anatolia,1,45112.78,36366.70577310983,-8746.074226890167
panoramakent_4,3,51607.69,43074.95782048717,-8532.732179512828
bahama_insaat,1,48913.04,40476.34829706648,-8436.691702933524
basiskele_de_asev_muhit,1,53333.33,45527.116629692035,-7806.213370307967
egimsiz,2,55861.245,48064.250317304235,-7796.994682695771
kolayli_karsiyaka,1,42424.24,34725.24027894771,-7698.999721052285
garden,1,40882.35,33434.97613057005,-7447.373869429946
asrin,3,43359.79,36175.09058673902,-7184.699413260979
vadi,1,41842.11,34725.40908010892,-7116.700919891082
rozna,1,48588.79,41647.88101830531,-6940.908981694694
parla_100_yil,3,49074.073333333334,42159.7618291132,-6914.311504220136
villa_liva,2,50576.925,43763.203025383846,-6813.721974616161
manar_yuvacik_2,1,44636.02,38052.89020107571,-6583.1297989242885
