is_large_home,n,mape,mae,mean_actual,mean_pred
0,1108,0.0982314586758087,4043.5760662167177,40602.88449458484,40110.27327091734
1,645,0.11662376563353004,4228.102286217064,36221.06085271318,35947.74796424623
