m2_group,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
200+,100,5.15,5.0,0,0,0.9405133278420283,36296.8652
0-75,47,2.872340425531915,0.0,0,0,1.1819170562579038,51021.8114893617
126-150,490,1.7102040816326531,0.0,0,0,0.9811605431510105,37986.10510204082
76-100,292,1.643835616438356,0.0,0,0,1.0356828748136324,43393.219109589045
101-125,385,1.561038961038961,0.0,1,0,0.978111241885064,39320.6125974026
151-200,439,1.2892938496583144,0.0,0,0,0.9647143185024718,36219.63845102506
