floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,203,0.119319599531894,0.0941405337082381,4673.431348124993,3503.503589903674,38358.61842364532,37584.19519334544
Çatı,80,0.11333411876682471,0.10595259153199785,4277.604534418933,3806.8995290377607,37402.021875,36915.04551278871
Zemin/Giriş,203,0.10687687041956738,0.07907371240266604,4003.2302385135404,2880.911554798302,37993.84083743842,38080.46004317577
En Üst Kat,472,0.10451239601613632,0.07321063423737079,3892.7125571750526,2740.031171990382,37355.63733050848,36946.96355673814
Ara Kat,794,0.10033959287565347,0.08294777738911584,4110.97824897861,3224.3618458315395,40550.38850125945,40105.82397208637
Bodrum,1,0.07868448204506931,0.07868448204506931,2360.5344613520792,2360.5344613520792,30000.0,32360.53446135208
