county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3431.029152209605,0.10702357092586398,1.0
Gölcük,8,1889.6744828735837,0.0499508284363913,0.875
Karamürsel,8,1889.6744828735837,0.0499508284363913,0.875
İzmit,8,1889.6744828735846,0.049950828436391315,0.875
