county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,2340.32446784104,0.06615149377514314,1.0
Gölcük,8,1571.7626863018259,0.041025330447748976,1.0
Karamürsel,8,1571.7626863018259,0.041025330447748976,1.0
İzmit,8,1571.7626863018259,0.041025330447748976,1.0
