room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
4.5+1,2,0.35614083760677695,0.35614083760677695,12539.0970226347,12539.0970226347,34219.0,46758.0970226347
6+1,1,0.3511774551355386,0.3511774551355386,18534.366468103326,18534.366468103326,52777.78,34243.41353189667
3.5+1,2,0.2203349599494938,0.2203349599494938,14263.835096542789,14263.835096542789,61497.96,47234.12490345721
5+1,6,0.1795076147021086,0.17602486754132968,7118.697165915713,6123.1104990097665,36316.30333333334,35515.04695964823
1+1,40,0.14578133454043504,0.13682119550601268,7617.330911418954,6681.3361397713525,49987.860499999995,46922.338733576275
4+1,80,0.13869050199320856,0.11077361808834438,5506.222905750657,3956.413979373363,38162.069875,36760.94746058848
3+1,400,0.11863681589712458,0.09888871368591931,4633.332895376155,3804.9986299198717,39217.910575,39157.229965123675
2+2,1,0.11073100501499727,0.11073100501499727,4694.994612635885,4694.994612635885,42400.0,37705.005387364115
2+1,384,0.09576881011745653,0.07782428110013623,4088.568098847791,3306.311461530706,42310.314427083336,41992.56239599596
3+2,1,0.032783442115043734,0.032783442115043734,1188.9770930859813,1188.9770930859813,36267.61,35078.63290691402
2.5+1,1,0.01522405210433651,0.01522405210433651,654.6342404864699,654.6342404864699,43000.0,43654.63424048647
4+2,1,0.006567014258085155,0.006567014258085155,227.6565161703329,227.6565161703329,34666.67,34439.013483829665
