room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.3333602174943915,0.3333602174943915,17594.012219671145,17594.012219671145,52777.78,35183.76778032885
4.5+1,2,0.30539386185725637,0.30539386185725637,10648.062593282944,10648.062593282944,34219.0,44867.06259328294
5+1,6,0.16353886338922827,0.15586178550529425,6561.772722198318,5460.55972928576,36316.30333333334,35360.36288973558
3.5+1,2,0.16103169637554854,0.16103169637554854,10549.062265910077,10549.062265910077,61497.96,50948.89773408992
4+1,80,0.13145423413618404,0.10851073308095321,5239.824383977814,3782.640466165969,38162.069875,36940.72808940061
1+1,40,0.1253250954514201,0.10379487263051473,6535.901380200094,5914.877990101373,49987.860499999995,47320.12718315017
3+1,400,0.11658463168136919,0.09469975447407875,4564.256685927553,3619.307596323273,39217.910575,39115.82346821253
2+2,1,0.09548628611314804,0.09548628611314804,4048.618531197477,4048.618531197477,42400.0,38351.38146880252
2+1,384,0.09287464733379287,0.0772059185636165,3970.820334806158,3237.909737130234,42310.314427083336,41953.599366999755
2.5+1,1,0.06536535135596966,0.06536535135596966,2810.7101083066955,2810.7101083066955,43000.0,45810.710108306695
3+2,1,0.059098537671012405,0.059098537671012405,2143.3627158225863,2143.3627158225863,36267.61,34124.247284177414
4+2,1,0.00465928650308198,0.00465928650308198,161.52194763779698,161.52194763779698,34666.67,34828.191947637795
