building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.20692335586212274,0.18474521513800354,5282.02071175459,5025.943938434482,28095.89875,33377.91946175459
5,43,0.13623487900414483,0.10772528149318575,6068.901170866869,4651.587550355951,43811.04720930233,42341.72208349957
16-20 arası,11,0.13466258110699814,0.0670414344796206,5455.669018666557,2194.083127401853,36433.91818181818,35287.35878031304
4,17,0.12833294290401398,0.09387919100422801,5350.331824747977,3299.9962601689404,40888.98941176471,40758.64042976395
6-10 arası,158,0.12015934142882792,0.10001548204365772,4846.363706067781,4094.026505049449,40460.17386075949,40361.91742956346
26-30 arası,16,0.11676267477572576,0.09249625957319538,3494.4001162952704,3045.3248144551653,32057.213125000002,33199.098248412156
2,30,0.11647741614579285,0.0717843856062099,4937.088281906344,3043.5120665063187,41055.965,40227.41989377078
3,26,0.11125958164632695,0.11109074206649827,4897.618853205219,4995.6921995346365,43607.786538461536,42111.19258014104
0 (Yapım Aşamasında),78,0.11120155665683636,0.0890707688198534,4634.509746283606,3496.333619059118,41159.575769230774,40828.22541157061
0 (Oturuma Hazır),388,0.10183903868889095,0.0812057797711087,4373.859191178572,3283.8466521001756,42164.376211340204,41528.151721647555
1,47,0.09898180371006758,0.07724087830284301,4190.851343077282,3183.545269141774,42601.52404255319,41626.12931156422
11-15 arası,78,0.098690624204422,0.09796492341433091,3696.7784477679793,3366.934163525906,37469.194871794876,37433.69714351534
missing,3,0.07100352441331091,0.08639817300963565,3072.8569226483864,4319.908650481782,44908.426666666666,41896.60479859447
21-25 arası,16,0.07074599328551023,0.06645997400997905,2205.178056488762,2034.0623421615219,31237.335625,32396.199188860952
