heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Doğalgaz Sobası,2,0.28217435212623937,0.28217435212623937,7599.830837636515,7599.830837636515,31222.53,34654.66847208386
Yok,7,0.2397237791444185,0.28617299190929796,9589.664849302004,9837.196596882117,38691.852857142854,35698.078335936894
Kombi (Doğalgaz),411,0.11263505483076962,0.09576888781429246,4496.871755958032,3711.044402803833,39626.50433090024,39467.80514019898
Yerden Isıtma,479,0.10471479292203294,0.08383021264940027,4477.079123337585,3389.7125321209023,42124.539373695196,41442.55504065677
Kat Kaloriferi,3,0.09601956993673594,0.09548628611314804,4242.329608434035,4048.618531197477,42044.49,37802.160391565965
Merkezi,2,0.09148189472309545,0.09148189472309545,3133.299412913271,3133.299412913271,36354.165,39055.18384616136
Merkezi (Pay Ölçer),10,0.07825642757986698,0.05928297331654412,3164.221509887905,2580.0173230288456,40760.307,41735.00287243709
,3,0.07100352441331091,0.08639817300963565,3072.8569226483864,4319.908650481782,44908.426666666666,41896.60479859447
Kombi (Elektrik),2,0.06935396097787636,0.06935396097787636,2362.959760616239,2362.959760616239,33321.479999999996,35331.460447056976
