rows,actual_variance,prediction_variance,variance_explained_ratio,mape,r2,attribute_sensitivity_avg_abs_diff,note
919,69253281.46726415,29528703.92739001,0.42638707223351074,0.10931360720519831,0.4730813778799311,2855.868118146137,Başiskele predictions are compressed toward mean
