m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.15713139000147536,0.1525274468357204,6276.530408797364,4900.818718113715,38271.07372093023,37716.633896218664
151-200,157,0.12049704191439313,0.09281012987597348,4646.415248236587,3661.7609647627833,38226.67821656051,37971.52148276062
126-150,210,0.11899991942621872,0.09931718402774037,4714.620914014013,3942.2078174260096,39304.85638095238,39152.88239106431
0-75,36,0.11474831640251841,0.10379487263051461,6522.282567676641,5866.48200994045,53737.835,50396.66473235565
101-125,242,0.09937052211916168,0.07579194614969575,3943.1736511199083,3111.9649975598168,39855.12661157025,39772.763159252405
76-100,231,0.09357545821697125,0.07663737848606346,4183.892753363972,3350.0663545696807,43828.92463203463,43074.319807903696
