site_project_id,n,mean_actual,mean_pred,mean_residual
natura_life_yuvacik,1,63186.81,41902.57635622073,-21284.23364377927
temizel_tepe_loft,1,52777.78,33587.338199365724,-19190.441800634275
yuvacik_pasadagi_mh,1,57241.38,38713.22109661404,-18528.158903385956
ustgrup_lifeside,1,64685.31,46476.87686732631,-18208.433132673686
merkezde_essiz_bir,1,56666.67,38530.36126990518,-18136.308730094817
yuvacikta,1,57500.0,42397.29860177746,-15102.70139822254
ara,1,55312.5,40945.72207651725,-14366.777923482747
erenoglu_gm_den,1,60185.19,46821.41728042596,-13363.772719574044
bulvar,2,51688.655,39642.372174915086,-12046.282825084916
kolayli,1,50000.0,38652.849541977615,-11347.150458022385
panoramakent_3,2,58273.81,47988.091949523725,-10285.718050476273
yagmurkent,1,57692.31,48178.586745988745,-9513.723254011253
panoramakent_2,2,57160.0,47905.295731775754,-9254.704268224246
anatolia,1,45112.78,35871.16128493013,-9241.618715069868
kolayli_karsiyaka,1,42424.24,33388.80462702907,-9035.435372970926
yuvacik_eksioglu_metsan,1,54597.7,45645.733490310464,-8951.966509689533
orka_life,3,56599.920000000006,47684.835414021196,-8915.084585978804
royal_life,2,54451.415,45538.53180400717,-8912.883195992828
zeray_korupark,5,53095.166000000005,45485.64698663848,-7609.519013361521
yesilyurt_mah_durupark,1,48058.25,40782.28568457341,-7275.964315426587
pasadag_mh_de_konsept_talha_park,1,41807.91,35076.72082936842,-6731.18917063158
vadi,1,41842.11,35455.072878075225,-6387.037121924775
basiskele_de_asev_muhit,1,53333.33,47239.652263718395,-6093.6777362816065
ust_park_yuvacik,1,36750.0,30809.127775550172,-5940.872224449828
parla_100_yil,3,49074.073333333334,43209.49871090461,-5864.574622428724
kullar_yakacik_ta_kacirilmayacak_butik,1,44285.71,38473.20436554343,-5812.505634456567
zeray_perla,8,55492.5925,49781.5558248895,-5711.036675110498
oluklu_life,2,38349.36,32762.915902134002,-5586.444097865999
altinkent_kalici_konutlari_7_ada,1,34782.61,29538.779842659213,-5243.830157340788
asrin,1,37666.67,32493.08472671722,-5173.585273282777
oksijen_konaklari,1,41818.18,36822.909999097195,-4995.270000902805
zeray_kent,1,47368.42,42402.230946017226,-4966.189053982773
armoni_2,1,49583.33,45015.42921051556,-4567.90078948444
basiskele_fatih,1,43062.5,38944.84367952095,-4117.656320479051
teras_marmara,3,43910.77666666667,39854.16032235441,-4056.616344312259
kolayli_kullar,1,48333.33,44324.32711514507,-4009.0028848549337
pera_park,1,38518.52,34775.085543288296,-3743.4344567117005
secret_garden,1,43000.0,39259.25336793545,-3740.746632064547
mahall_yuvacik_2,2,44758.065,41079.379799706905,-3678.6852002930973
erturk,1,42400.0,39168.57464405504,-3231.425355944957
manar_yuvacik_3,2,40111.365000000005,37045.30113028944,-3066.063869710564
yuvacik_ta_prestijli,1,35714.29,32692.20428341743,-3022.085716582569
lotus_mahza,1,44512.2,41957.13468924555,-2555.0653107544495
bahama,1,38571.43,36050.503313871144,-2520.926686128856
orka_life_2,6,55923.60333333333,53496.28204983059,-2427.3212835027466
lotus,1,52380.95,49957.15819805142,-2423.7918019485805
torpidocular,1,30769.23,28357.336840407144,-2411.893159592855
alizepark_city,5,46178.534,43815.70164404194,-2362.832355958059
tinaztepede,1,48843.28,46541.41694581654,-2301.8630541834573
kucuk_yali,1,45145.63,43061.00606025932,-2084.6239397406753
ustpark_yuvacik,2,42667.46,40604.20427838646,-2063.255721613543
panoramakent_1,1,45208.33,43200.57344646829,-2007.7565535317117
marmara_elit_yapi_kooperatifi,1,40347.83,38442.59640640183,-1905.2335935981682
cevizli_vadi,1,45000.0,43326.786791362974,-1673.2132086370257
terra_nova,2,47045.455,45405.2208306229,-1640.2341693770977
akademik_elit_park,4,46173.075,44543.859301569944,-1629.21569843006
panoramakent_4,2,46300.425,44759.283249625,-1541.1417503750017
gun_isigi,1,35652.17,34207.75465176178,-1444.4153482382171
kredili_dusuk_faiz_yuksek_konforlu,1,50000.0,48625.772437500134,-1374.2275624998656
aydinkent_kalici_konutlari_20_ada,1,34000.0,32643.891624124517,-1356.108375875483
basiskele_de_butik,1,41903.23,40673.146331165844,-1230.0836688341587
ustgrup_mezire,5,45495.094,44331.659017059625,-1163.434982940374
evimiz_kocaeli,16,46372.850625,45318.43291038224,-1054.417714617759
ceneviz_adalari,2,48076.925,47042.9620558655,-1033.9629441344987
yuvacik_kalici_konutlari_1_ada,1,34347.83,33754.1116482624,-593.7183517376034
missing,625,40190.492704000004,39666.32076832185,-524.1719356781527
manar_yuvacik,2,40638.57,40276.80209272962,-361.7679072703868
altinkent_kalici_konutlari_3_ada,1,32083.33,31775.59132709757,-307.7386729024329
vizyon_dan,1,44142.86,43837.61494263501,-305.2450573649912
yakamoz_konutlari,8,41078.125,40806.97674919399,-271.14825080600986
caglayan_modern_yuvacik,1,41900.0,41642.191725554716,-257.80827444528404
sahibinden,1,38823.53,38575.72313787009,-247.80686212990986
manar_terrace,2,40307.92,40159.44118130715,-148.47881869284902
kullar_yaylacik_mahallesi,1,54780.82,54643.92632664665,-136.89367335334828
marmara_elit,3,32854.166666666664,32791.85193447851,-62.31473218815396
may_kent_2,1,30625.0,30673.450412894475,48.45041289447545
kirazli_kent,8,31865.51125,31977.552224688647,112.0409746886462
royal_country,8,43307.00125,43548.77431981297,241.7730698129708
yakut_konaklari,2,35731.979999999996,36006.34190252205,274.3619025220505
aydinkent_kalici_konutlari_19_ada,1,30454.55,30806.429332334174,351.87933233417425
royal_city_akkurt,9,38674.29666666666,39076.48463504833,402.1879683816563
yuvacik_kalici_konutlari_10_ada,1,27333.33,27838.003800742965,504.67380074296307
zeraykent_yuvacik,5,40621.85,41240.486812884774,618.6368128847731
pasadagi,1,36756.76,37432.014685912516,675.2546859125141
pasadag_100_yil_parla,1,50000.0,50712.053779103335,712.0537791033348
mamik_life,3,43799.026666666665,44591.27457604155,792.2479093748843
zeray_gunesi,17,42846.72529411764,43893.32275337781,1046.5974592601642
yuvacik_kalici_konutlari_2_ada,2,32663.635000000002,33773.68089134434,1110.0458913443417
aurapark,4,39201.3875,40336.19670120762,1134.8092012076195
