site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.45991740064579545,0.45991740064579545,11005.165715570962,11005.165715570962,23928.57,34933.73571557096
Evet,393,0.11813004435215364,0.10086842356451634,4910.191692961189,4092.5964232571205,41961.07297709923,41376.23989140006
Hayır,547,0.10108429091215976,0.07958758191024108,4077.0724420882984,3150.795213605612,39740.72252285192,39321.47348806283
,3,0.03922034311817124,0.04661219262368395,1704.7400200760846,2330.6096311841975,44908.426666666666,43378.80914186738
