county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Başiskele,919,0.11365886505317788,0.0941134113292153,4694.834532894347,3773.795774164988,40919.74840043526,40491.36266604835
