site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.4214616910591688,0.4214616910591688,10084.975576827695,10084.975576827695,23928.57,34013.545576827695
,3,0.12775539308036488,0.09106637814802482,5461.064622805913,4203.063957087215,44908.426666666666,42249.404681918895
Evet,385,0.12369049001520224,0.10147473595571736,5246.187997681772,4217.156853843306,42168.258181818186,41663.308571403955
Hayır,530,0.10571118954286292,0.08763697526374803,4279.815824862599,3403.6701422647548,40022.29345283019,39642.31458582138
