building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.20840599367743196,0.17733850095007714,5329.819205005982,4562.05361448596,28095.89875,33369.84682342108
5,43,0.14274280842201492,0.11421052076873554,6381.696832966677,4902.386102580524,43811.04720930233,42760.49355895137
26-30 arası,16,0.13153541145778633,0.0857613940941204,4020.0120663883463,2601.520550144729,32057.213125000002,33345.91777434891
missing,3,0.12775539308036488,0.09106637814802482,5461.064622805913,4203.063957087215,44908.426666666666,42249.404681918895
16-20 arası,11,0.12438911837431753,0.0947173659972269,5121.758917754735,3537.832612104132,36433.91818181818,35311.863092499385
6-10 arası,158,0.12348970014699237,0.10487093463068117,4985.396595879549,4211.388867283564,40460.17386075949,40529.84652979539
4,17,0.12300551626146439,0.10718237305128787,5016.311659633335,3768.8431763112094,40888.98941176471,41090.96613489841
0 (Yapım Aşamasında),78,0.11949755922388569,0.09914833956010481,4993.195511349593,3965.948802496998,41159.575769230774,40848.08971516665
2,30,0.11892696824094803,0.08173259012033243,5018.56499803044,3282.017385699952,41055.965,40299.48143051048
3,26,0.10917682072578283,0.10178431455916515,4794.824743612328,4536.617723589647,43607.786538461536,42292.92389351138
0 (Oturuma Hazır),388,0.10666148213908255,0.08834506525161046,4599.417722262663,3597.664245819189,42164.376211340204,41393.97513354645
11-15 arası,78,0.10289811210559148,0.09187408041920495,3814.843570532298,2810.25942471308,37469.194871794876,37521.67742528544
1,47,0.10113026106997434,0.07719663527970487,4250.024331055884,2850.246924738829,42601.52404255319,41505.915376538396
21-25 arası,16,0.08110516986879228,0.07536564019351073,2557.128839028748,2536.917507691007,31237.335625,32615.25302544896
