floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.14040963681522384,0.13492186844434662,6007.613893776372,5485.809447310465,41418.09552238806,39174.12795155221
En Üst Kat,163,0.12579459632024123,0.0924825735971968,4934.369559918234,3559.534225835014,38676.08797546012,38099.81183461458
Çatı,31,0.11773759243160678,0.0947173659972269,4742.781625675968,2954.2726121041305,38903.83903225807,37462.195184189484
Ara Kat,517,0.11018438077630001,0.09923213556746227,4713.972198415507,3943.650450218447,42414.60651837524,41992.44105854676
Zemin/Giriş,141,0.09876129000229955,0.07198673545195813,3713.4092879676864,2921.059572377413,38238.74794326241,39044.01638527455
