district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Havuzlubahçe Mh.,1,0.42514072490086463,0.42514072490086463,14614.212418467221,14614.212418467221,34375.0,48989.21241846722
Aydınkent Mh.,2,0.2650185569894416,0.2650185569894416,8182.316705168871,8182.316705168871,30921.72,39104.036705168866
Döngel Mh.,6,0.2503446156880846,0.25794648977217377,11650.581206389412,11219.111841518086,45099.60666666667,41224.68008467593
Yeşilkent Mh.,2,0.22978562431531557,0.22978562431531557,6779.758426604027,6779.758426604027,29025.0,35804.75842660403
Barbaros Mah.,15,0.18648816390948142,0.14688928100653434,8143.844948870224,6316.239083280976,43556.21666666667,42362.11816561736
Damlar Mah.,2,0.166726893653199,0.166726893653199,7146.858400337216,7146.858400337216,42944.71,47203.721851510956
Altınkent Mh.,1,0.16268747159928565,0.16268747159928565,6019.436449173569,6019.436449173569,37000.0,43019.43644917357
Kullar Yakacık Mh.,3,0.15017299846097645,0.13961450071379433,5565.381563478771,6182.927290405889,38989.89666666667,40166.22960941793
Fatih Mah.,14,0.14879730357274665,0.10189198077341836,5682.313406344524,3777.543056492388,42129.13428571429,43878.14809908625
Yeniköy Merkez Mh.,3,0.1322111706077869,0.1262649920272451,5334.2248181646455,5608.045731740967,39562.27333333334,41157.800997004
Serdar Mah.,31,0.12938021149359671,0.1076695074987776,4912.91808917376,3912.8003324209712,37028.90516129033,35847.32792289307
Atakent Mah.,2,0.12241159779378981,0.12241159779378981,5900.399313263832,5900.399313263832,46964.285,43103.370954436956
Körfez Mh.,2,0.1215430560781242,0.1215430560781242,3218.531520912613,3218.531520912613,28606.835,31825.366520912612
Paşadağ Mh.,15,0.11894786484497968,0.08469660818984036,5654.608119313723,3697.0768594524634,46270.58666666667,45098.02523847225
Yeşilyurt Mh.,179,0.11429223531283525,0.09726132307919225,4854.209174103954,4001.8149686881225,41699.43927374302,41291.90482494766
Yaylacık Mh.,3,0.07064082819888458,0.043769722266117896,2975.6872042753043,2027.9969857643882,42982.07666666667,45740.43750721766
Kullar Tepecik Mh.,1,0.02284784913473029,0.02284784913473029,929.4920858862533,929.4920858862533,40681.82,39752.32791411375
Mahmutpaşa Mh.,1,0.019280828161882,0.019280828161882,837.9744843907611,837.9744843907611,43461.54,44299.51448439076
