feature,importance
num__basiskele_detail_group_bucket_median,0.21572494236646125
num__district_m2_group_target_median,0.06042762569105381
num__basiskele_premium_x_district_target_median,0.051068333580621926
num__attr_quality_x_location_baseline,0.029138282586101027
num__basiskele_district_premium_bucket_median,0.028263563923584954
num__district_room_count_target_median,0.02295658351782019
num__basiskele_district_premium_bucket_mean,0.022026614921698995
num__attr_m2_per_room,0.016622591838066265
num__basiskele_detail_total_premium_signal,0.014239659918962757
num__attr_total_quality_score,0.013137830395940311
num__attr_quality_x_county_income,0.013084764657984957
num__dues,0.011024955949248757
num__estimated_monthly_rent_gross,0.010910697869672652
num__net_m2,0.009106855577933826
num__distance_to_coast_x_site_inside,0.008360273808891303
num__detail_effect_total_sum,0.008032972408742246
num__bearing_from_district_centroid_cos,0.007917104952897656
cat__parking_Açık Otopark,0.007419969849268431
num__detail_near_count,0.007245841559705404
num__basiskele_premium_score,0.006832652695083229
num__detail_effect_total_x_attr_quality,0.0066801082187025705
num__detail_effect_total_mean,0.006660392075941087
num__distance_to_district_centroid_m,0.006536001211946432
cat__usage_status_Mülk Sahibi,0.006531306185097382
num__detail_effect_negative_count,0.006229840520570159
num__distance_to_kullar_m,0.006229405609953124
num__attr_quality_x_demo_income,0.006030012242501797
num__detail_effect_inside_mean,0.0059461881388886
num__detail_effect_subtype_mean,0.005420844367528699
num__detail_effect_county_total_sum,0.00516142412894656
num__distance_to_county_centroid_m,0.0051216023797623885
num__detail_selected_count,0.004887844920813271
num__lat,0.004710816610733379
num__distance_to_geo_cluster_center_m,0.004684773139904915
num__location_baseline_level_code,0.004423503354859074
num__location_baseline_m2,0.004409735811674217
cat__geo_cluster_city_city_7,0.004292581334027906
num__net_gross_ratio,0.0042342691617523525
num__distance_to_izmit_center_m,0.004222102139761236
num__detail_effect_front_sum,0.004214273155340569
cat__usage_status_Boş,0.004113649786364291
num__basiskele_premium_x_new_building,0.0040911744104092885
num__attr_quality_x_district_median,0.004086881655689517
num__attr_amenity_score,0.00408234249532966
cat__kitchen_Açık (Amerikan),0.004072093758741904
num__detail_effect_district_total_sum,0.004031298079363391
num__basiskele_premium_x_gross_m2,0.0037969811776373407
num__location_baseline_count,0.003760723919630565
num__detail_effect_front_mean,0.003738477704236763
cat__kitchen_Kapalı,0.003611173990762995
