m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,19,0.1738463808299797,0.12558057860866836,6777.526271658271,5148.803722955403,38624.569473684205,39113.67403351165
151-200,44,0.13118444386311415,0.11035043876611009,4966.046318574037,4254.508985450335,39475.883181818186,41134.00264831923
126-150,60,0.1270208379260701,0.11368500846006052,5337.966478574716,4374.8686130589995,39866.500166666665,38601.510603879426
0-75,9,0.1246828058242346,0.09916044446609447,7236.926961217348,4576.636279821454,52716.625555555554,48823.425265010614
76-100,73,0.12332836921507713,0.09530390244140372,5355.850168648607,4236.003496892532,43749.57287671233,43574.1785960703
101-125,78,0.11941419396913777,0.09941367828368541,4877.600871174464,3906.993612292994,40589.555384615385,40229.82582644225
