canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning
royal_life,royal life sitesi,1,2,"{""royal life sitesi"": 54451.415}",0.0,
yuvacik_ta_prestijli,yuvacik'ta prestijli site,1,1,"{""yuvacik'ta prestijli site"": 35714.29}",0.0,
teras_marmara,teras marmara,1,2,"{""teras marmara"": 47116.165}",0.0,
alizepark_city,alizepark city | alizepark city sitesi,2,5,"{""alizepark city sitesi"": 42857.14, ""alizepark city"": 47466.04}",4608.9000000000015,
basiskele_de_butik,basiskele'de butik site,1,1,"{""basiskele'de butik site"": 41903.23}",0.0,
mamik_life,mamik life | mamik life sitesi,2,4,"{""mamik life sitesi"": 46363.64, ""mamik life"": 48076.92}",1713.2799999999988,
panoramakent_3,panoramakent 3,1,2,"{""panoramakent 3"": 58273.81}",0.0,
mamik_reform,mamik reform,1,6,"{""mamik reform"": 48125.0}",0.0,
duru_park,duru park evleri,1,2,"{""duru park evleri"": 34883.335}",0.0,
gun_isigi,gun isigi sitesi,1,1,"{""gun isigi sitesi"": 35652.17}",0.0,
yesilyurt_mahallesin_de,basiskele yesilyurt mahallesin'de site,1,1,"{""basiskele yesilyurt mahallesin'de site"": 32708.33}",0.0,
bulvar,bulvar basiskele sitesi,1,2,"{""bulvar basiskele sitesi"": 51688.655}",0.0,
yuvacik_kalici_konutlari_10_ada,yuvacik kalici konutlari 10 ada,1,1,"{""yuvacik kalici konutlari 10 ada"": 27333.33}",0.0,
anatolia,anatolia evleri,1,1,"{""anatolia evleri"": 45112.78}",0.0,
panoramakent_1,panoramakent 1,1,1,"{""panoramakent 1"": 45208.33}",0.0,
erenoglu_gm_den,erenoglu gm'den satilik site,1,1,"{""erenoglu gm'den satilik site"": 60185.19}",0.0,
orka_life,orka life | orka life sitesi,2,3,"{""orka life sitesi"": 53081.7, ""orka life"": 63636.36}",10554.660000000003,possible_bad_merge
aydinkent_kalici,aydinkent kalici konutlari,1,1,"{""aydinkent kalici konutlari"": 30909.09}",0.0,
basiskele_de_asev_muhit,basiskele'de asev muhit sitesi,1,1,"{""basiskele'de asev muhit sitesi"": 53333.33}",0.0,
terasta_life,terasta life,1,1,"{""terasta life"": 36363.64}",0.0,
yuvacik_kalici_konutlari_1_ada,yuvacik kalici konutlari 1 ada,1,1,"{""yuvacik kalici konutlari 1 ada"": 34347.83}",0.0,
asansorlu_butik,arakat asansorlu butik site,1,1,"{""arakat asansorlu butik site"": 39600.0}",0.0,
panoramakent_2,panoramakent 2 sitesi,1,2,"{""panoramakent 2 sitesi"": 57160.0}",0.0,
yuksek_giris_butik,yuksek giris butik site,1,1,"{""yuksek giris butik site"": 35000.0}",0.0,
torpidocular,torpidocular sitesi,1,1,"{""torpidocular sitesi"": 30769.23}",0.0,
akademik_elit_park,akademik elit park,1,2,"{""akademik elit park"": 42186.15}",0.0,
zeraykent_yuvacik,zeraykent yuvacik,1,1,"{""zeraykent yuvacik"": 46462.26}",0.0,
zeray_gunesi,zeray gunesi sitesi,1,2,"{""zeray gunesi sitesi"": 40614.145000000004}",0.0,
evimiz_kocaeli,evimiz kocaeli sitesi,1,1,"{""evimiz kocaeli sitesi"": 43461.54}",0.0,
zeray_perla,zeray perla sitesi,1,1,"{""zeray perla sitesi"": 48538.01}",0.0,
clover_premium,clover premium,1,1,"{""clover premium"": 42812.5}",0.0,
my_house_yuvacik,my house yuvacik sitesi,1,1,"{""my house yuvacik sitesi"": 31388.89}",0.0,
emar_delux_yuvacik,emar delux yuvacik,1,1,"{""emar delux yuvacik"": 35151.52}",0.0,
cevizli_vadi,cevizli vadi evleri,1,1,"{""cevizli vadi evleri"": 45000.0}",0.0,
my_yaka,my yaka sitesi,1,1,"{""my yaka sitesi"": 38000.0}",0.0,
orka_life_2,orka life 2 sitesi,1,1,"{""orka life 2 sitesi"": 57142.86}",0.0,
bahcekent_konutlari,bahcekent konutlari,1,1,"{""bahcekent konutlari"": 40941.18}",0.0,
ustpark_afraze,ustpark afraze,1,2,"{""ustpark afraze"": 41790.78}",0.0,
yaylacik_mh_de_havuzlu,basiskele yaylacik mh.'de havuzlu site,1,1,"{""basiskele yaylacik mh.'de havuzlu site"": 46333.33}",0.0,
iskar_elit_kent,iskar elit kent,1,1,"{""iskar elit kent"": 37500.0}",0.0,
kullar_yakacik_ta_kacirilmayacak_butik,basiskele kullar yakacik'ta kacirilmayacak butik site,1,1,"{""basiskele kullar yakacik'ta kacirilmayacak butik site"": 44285.71}",0.0,
kuba,kuba sitesi,1,1,"{""kuba sitesi"": 28461.54}",0.0,
kucuk_yali,kucuk yali evleri sitesi,1,1,"{""kucuk yali evleri sitesi"": 45145.63}",0.0,
yakut_konaklari,yakut konaklari sitesi,1,1,"{""yakut konaklari sitesi"": 35105.26}",0.0,
terra_nova,terra nova evleri,1,1,"{""terra nova evleri"": 49090.91}",0.0,
aydinkent_kalici_konutlari_19_ada,aydinkent kalici konutlari 19 ada,1,1,"{""aydinkent kalici konutlari 19 ada"": 30454.55}",0.0,
barbaros_mah,basiskele barbaros mah. site,1,1,"{""basiskele barbaros mah. site"": 30962.34}",0.0,
yakamoz_konutlari,yakamoz konutlari,1,1,"{""yakamoz konutlari"": 36875.0}",0.0,
yuvacikta,basiskele yuvacikta site,1,1,"{""basiskele yuvacikta site"": 57500.0}",0.0,
marmara_elit,marmara elit evleri sitesi,1,1,"{""marmara elit evleri sitesi"": 37000.0}",0.0,
kirazli_kent,kirazli kent sitesi,1,1,"{""kirazli kent sitesi"": 34375.0}",0.0,
cb_mahall_den_tinaztepede,cb mahall'den tinaztepede site,1,1,"{""cb mahall'den tinaztepede site"": 31750.0}",0.0,
merkezde_essiz_bir,merkezde essiz bir proje,1,1,"{""merkezde essiz bir proje"": 56666.67}",0.0,
pasadag_100_yil_parla,basiskele pasadag 100. yil parla sit,1,1,"{""basiskele pasadag 100. yil parla sit"": 50000.0}",0.0,
