building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
26-30 arası,3,0.1864188595595845,0.1722595678300568,6242.129979832932,7054.439280412262,33178.57,34717.74045955809
11-15 arası,14,0.18273451913101016,0.15808542922922297,7202.112515625359,5280.500117495154,37947.47214285714,38731.206324071834
4,4,0.1731572261180031,0.1621386505679368,5968.584543369232,5571.793751516911,35322.457500000004,40044.40856609944
3,7,0.152428016383489,0.1045681132083146,6555.703244090365,4678.046949702257,42189.88285714285,44441.88375852015
5,16,0.1453638705447959,0.1274605837933533,6143.381480130369,4764.56938374013,42546.585625,42352.81572859789
1,12,0.131139763823015,0.11680371271731459,5566.94724533883,5487.583701055086,43590.07166666666,41709.30026764229
6-10 arası,49,0.13055762214325753,0.12077894955038791,5812.398815396522,5237.164110536876,43239.675306122444,42045.06059396747
31 ve üzeri,2,0.1215430560781242,0.1215430560781242,3218.531520912613,3218.531520912613,28606.835,31825.366520912612
21-25 arası,6,0.12146040765780362,0.09120922456888919,3601.4692344404284,2798.360841771537,30264.73166666667,33078.811711468086
0 (Oturuma Hazır),160,0.11811310356956757,0.09278183029176833,4926.206905470354,3878.8739683014937,41611.1746875,41357.53836100622
2,9,0.11153966777045676,0.045948051291304026,4963.6768189357135,1616.2902478070173,40573.496666666666,38979.68874592193
16-20 arası,1,0.08808079157247801,0.08808079157247801,3981.9854920698053,3981.9854920698053,45208.33,41226.3445079302
