building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,585,0.15937054277688087,0.12926367955409276,4378.427158926966,3458.583588581394,27460.147572649574,27367.42817305207
26-30 arası,415,0.14396813237102007,0.11930156170907583,4099.467012067729,3308.6865672158274,28543.812409638555,28144.504165837658
16-20 arası,206,0.13633180175001808,0.09598417537936631,4757.124553316481,3356.3153038262426,35885.83932038835,36181.5970343997
21-25 arası,242,0.13299278151240315,0.10176261596589434,4307.0854250048,3460.5008963202454,33980.545,34270.30202912011
missing,18,0.13144540729860166,0.11584611060433904,5615.713412058703,5310.706270259721,42992.14388888889,41368.094622110046
5,278,0.12974533718485226,0.10374864124247665,5248.08790603282,4051.324741974342,40081.814496402876,39270.44754704203
3,197,0.12825178379054336,0.10682520904713634,5347.9308213383965,4310.583382504257,41236.08126903553,40591.473121921685
6-10 arası,1148,0.12429686888762019,0.10025060661050642,4820.8634921267785,3689.4716917640053,39176.28763937282,38862.01553442316
2,206,0.12359238842727245,0.09951498009568768,5216.795707021876,3906.491080597236,41854.85223300971,41446.39722057392
11-15 arası,781,0.12321026471572559,0.09548361160762611,4786.695245500533,3743.6875300028332,39677.26417413572,39467.47457441288
4,155,0.11565473877668271,0.09955079993032412,4768.266187808521,3820.7117175899184,41030.00180645161,40336.999940727364
1,261,0.11031812527171096,0.08244299479106824,4453.539120980051,3430.610485224199,41322.642873563214,41200.02798189403
0 (Yapım Aşamasında),179,0.10965424378088277,0.08335545971972559,5013.188415324011,3918.7732679653927,45358.292402234634,44404.050858369344
0 (Oturuma Hazır),1996,0.09680703646795628,0.07520068986994673,4052.904637591999,2873.140266765691,40684.464183366734,40028.12292992282
