room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
4.5+2,1,0.3648302762807631,0.3648302762807631,22801.892267547693,22801.892267547693,62500.0,39698.10773245231
2+0,1,0.3229454181169871,0.3229454181169871,10697.566975125199,10697.566975125199,33125.0,43822.5669751252
6+3,1,0.2701329630112238,0.2701329630112238,6957.971405398639,6957.971405398639,25757.58,32715.55140539864
5+2,7,0.23633700863809265,0.22824634324798898,6397.4366875215255,7520.148332938665,30521.02142857143,33488.089879127234
3.5+1,15,0.2310134216169884,0.1905682186334566,9227.786524343777,6248.183490318435,40512.062666666665,37397.07844868326
3+0,2,0.22508496448816667,0.22508496448816667,7133.011544108005,7133.011544108005,32567.31,31630.130597368727
4.5+1,11,0.2224605929814402,0.1609889915363558,7461.356386778023,5517.119593743282,37813.62454545454,38375.63156994317
4+2,23,0.2186517661400073,0.18023472630285664,6171.352500969333,6630.062373706256,31348.985217391306,33588.8156189773
6+2,2,0.1827132104997137,0.1827132104997137,6324.687212467579,6324.687212467579,34615.38,38163.99295597584
3+2,11,0.17449580472663004,0.1961161398656224,5304.287924126227,5841.5068727880425,31216.80818181818,32433.291745100592
6+1,10,0.1635110752008009,0.14827950098701737,6280.9078613360325,4735.286932383273,37903.004,37904.67866838984
5+1,56,0.15860513099078008,0.17362192218222583,5800.06642184536,5330.509606923433,35885.91071428572,35809.79427425683
2.5+1,13,0.15485753436887323,0.18757100072655308,6104.999637727424,5896.163233203733,39644.58384615385,39884.12725502034
2+2,4,0.15188173010678105,0.15759588625311496,6590.790384207958,5053.920584714062,42830.542499999996,39072.01317823015
4+1,588,0.14014308684796703,0.10630450552343881,5053.537754243641,3836.797002652638,36239.4018707483,35913.220796724876
3+1,3028,0.12354384723832638,0.09841376655563207,4514.404682600081,3426.558365397159,36975.068873844124,36518.21213784885
1+1,417,0.11773692991660079,0.09711026064783686,5553.196448968516,4371.169281214003,46893.92798561151,46365.5311563282
2+1,2452,0.10750478788926462,0.08299463441165178,4087.376903616667,3120.5221690479593,38679.249004893965,38322.17586602817
Stüdyo (1+0),14,0.10577735760224992,0.08356405700419128,6912.873322167885,3923.6064748018325,63090.70428571429,59319.04114352592
7+1,1,0.07932648266249719,0.07932648266249719,2462.4264970699587,2462.4264970699587,31041.67,28579.24350293004
1.5+1,7,0.07435084762450551,0.062296940239565564,3295.513536304162,2679.698430884222,44694.17142857143,43937.32367971734
5.5+1,3,0.06754471543749778,0.06224520050112681,2250.826005411864,1962.6864069572948,31615.309999999998,32557.678400773668
