county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,328,0.1599487849933125,0.12391506495894083,6190.820232077934,4848.405517706122,40032.10551829268,39124.236894593814
İzmit,2397,0.13312162295139235,0.10389975940586708,5105.215225859001,3936.051594652574,39595.93858156029,39221.71273939723
Gölcük,1182,0.11906877332552936,0.09382923466813925,3850.7195558307326,2912.36659876225,32959.62334179357,32440.098059782773
Başiskele,1753,0.10539366093245513,0.08308796110537747,4116.083899398251,3149.9209212706264,38990.633354249854,38643.06897968719
Kartepe,1007,0.1031304704249257,0.08272626547089929,4071.035452608384,3122.8070655301126,38996.53412115193,38716.90786504721
