county,n,mape,mae,mean_bias,r2
Başiskele,1753,0.10539366093245513,4116.083899398251,-347.5643745626746,0.4862605571949984
Gölcük,1182,0.11906877332552936,3850.7195558307326,-519.525282010794,0.6609125400563349
Karamürsel,328,0.15994878499331253,6190.820232077934,-907.868623698871,0.5774965050458485
Kartepe,1007,0.10313047042492568,4071.035452608384,-279.6262561047248,0.5309089223206018
İzmit,2397,0.13312162295139235,5105.215225859001,-374.2258421630494,0.6625129410605489
