county,district,test_name,base_prediction_tl_m2,variant_prediction_tl_m2,difference_tl_m2,difference_pct,expected_direction,passed_direction_check
İzmit,Gündoğdu Mh.,new_vs_old,29134.910405731804,42055.42176110351,12920.51135537171,0.4434718066896755,a > b,True
İzmit,Gündoğdu Mh.,elevator,38894.80258945524,40535.441402818615,1640.6388133633736,0.0421814408130758,a > b,True
İzmit,Gündoğdu Mh.,site_inside,38894.80258945524,39948.43736455347,1053.6347750982313,0.027089346260980432,a >= b,True
İzmit,Gündoğdu Mh.,parking,38894.80258945524,39655.44653186543,760.6439424101918,0.01955644178064063,a > b,True
İzmit,Gündoğdu Mh.,heating,38779.51166467072,39236.11493162798,456.6032669572596,0.011774342877381787,a > b,True
İzmit,Gündoğdu Mh.,floor,38119.91269977449,38894.80258945524,774.8898896807514,0.02032769318711833,a > b,True
İzmit,Gündoğdu Mh.,net_gross,38951.69396216682,38869.553214814165,-82.14074735265604,-0.002108784984612943,a > b,False
İzmit,Gündoğdu Mh.,total_quality,28593.585303887172,45005.46629371219,16411.88098982502,0.5739707285883416,a > b,True
Başiskele,Yeşilyurt Mh.,new_vs_old,30797.691833141078,40618.99812174494,9821.30628860386,0.31889747912975913,a > b,True
Başiskele,Yeşilyurt Mh.,elevator,36620.64644542948,38699.31689661524,2078.6704511857606,0.056762254437078455,a > b,True
Başiskele,Yeşilyurt Mh.,site_inside,36620.64644542948,38002.770564820465,1382.1241193909882,0.037741663611825384,a >= b,True
Başiskele,Yeşilyurt Mh.,parking,36620.64644542948,37259.79355212815,639.1471066986705,0.017453190173775338,a > b,True
Başiskele,Yeşilyurt Mh.,heating,36138.042711951435,37008.979528801625,870.9368168501896,0.02410027637058929,a > b,True
Başiskele,Yeşilyurt Mh.,floor,35319.46912068775,36620.64644542948,1301.1773247417295,0.03684022883513807,a > b,True
Başiskele,Yeşilyurt Mh.,net_gross,36612.21840976468,36592.87137589771,-19.347033866972197,-0.0005284310732127676,a > b,False
Başiskele,Yeşilyurt Mh.,total_quality,30600.23321050519,44067.58741281769,13467.354202312497,0.44010626029115024,a > b,True
Gölcük,Topçular Mh.,new_vs_old,26798.004781714844,39679.608626601126,12881.603844886282,0.48069264670315387,a > b,True
Gölcük,Topçular Mh.,elevator,36126.10315944842,37770.03139236833,1643.928232919905,0.045505274279491505,a > b,True
Gölcük,Topçular Mh.,site_inside,36126.10315944842,36863.34586468343,737.2427052350104,0.02040747937802951,a >= b,True
Gölcük,Topçular Mh.,parking,36126.10315944842,36733.19895561085,607.0957961624299,0.01680490678673296,a > b,True
Gölcük,Topçular Mh.,heating,35407.523545400145,36500.66476153364,1093.1412161334956,0.030873133918328143,a > b,True
Gölcük,Topçular Mh.,floor,35459.69613803885,36126.10315944842,666.40702140957,0.01879336525658188,a > b,True
Gölcük,Topçular Mh.,net_gross,36165.14228714479,36088.21337970855,-76.92890743623866,-0.002127156222017235,a > b,False
Gölcük,Topçular Mh.,total_quality,25504.084661436165,41855.15820469053,16351.073543254366,0.6411158745868756,a > b,True
Karamürsel,4 Temmuz Mah.,new_vs_old,25103.176131680528,40367.493567266974,15264.317435586447,0.6080631931002023,a > b,True
Karamürsel,4 Temmuz Mah.,elevator,36212.09429254635,37972.21182501399,1760.117532467637,0.04860579225957465,a > b,True
Karamürsel,4 Temmuz Mah.,site_inside,36212.09429254635,36691.75766790143,479.66337535507773,0.013245944061672465,a >= b,True
Karamürsel,4 Temmuz Mah.,parking,36212.09429254635,36926.24544064446,714.1511480981062,0.019721343436496633,a > b,True
Karamürsel,4 Temmuz Mah.,heating,35824.373661975944,36549.66034404744,725.286682071499,0.020245620730595482,a > b,True
Karamürsel,4 Temmuz Mah.,floor,35581.80663167284,36212.09429254635,630.2876608735169,0.017713762187456548,a > b,True
Karamürsel,4 Temmuz Mah.,net_gross,36300.30843029631,36173.72175988108,-126.58667041522858,-0.00348720646983757,a > b,False
Karamürsel,4 Temmuz Mah.,total_quality,25120.545161559883,42102.043101970725,16981.49794041084,0.676000374641406,a > b,True
