county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3697.5079179563336,0.11655372299031608,0.875
Gölcük,8,4257.177658429662,0.15703997964140134,0.875
Karamürsel,8,4585.238555659795,0.1758854046109052,0.875
İzmit,8,4262.617972507399,0.1425600731477284,0.875
