building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,10,0.24279646452814477,0.15728072616181055,6077.420409466819,4117.421973056218,27798.147999999997,32282.332537553786
5,78,0.13298805054740367,0.10569952846307255,5558.5500114177885,4113.747296682555,40935.52205128205,39700.32194092998
2,75,0.12098311598695555,0.09937098138950713,4699.9325206538715,3659.238198317704,38866.780133333334,38983.67305252559
6-10 arası,290,0.11704754120181378,0.09873004225463344,4506.867961204774,3414.8905373329017,38286.78617241379,37935.58541309708
1,91,0.11526465522616192,0.08555746625638364,4634.306229068623,3618.7083010343995,40740.32582417582,40300.96433320982
26-30 arası,19,0.11115110545597326,0.08445170981486044,3608.8463301598845,2689.373371859936,32685.493684210527,33563.950627612256
missing,7,0.10960763268090261,0.09901938560465547,5051.69267493684,3731.270644485601,44523.14,41409.6496727413
4,47,0.10936740971705423,0.08064199248194605,4432.661444032425,2801.445249976583,38920.92212765958,38167.83172008522
0 (Yapım Aşamasında),77,0.10893075148380278,0.0872261237920023,4364.990523733156,3752.2380182043125,40622.71142857143,40596.18105393941
16-20 arası,17,0.10787534265532353,0.050383973281924274,3791.7861866074672,1751.012361697096,35631.04588235294,37159.5426894623
11-15 arası,127,0.10352452050404645,0.08595604657520138,3593.1395657138087,2860.074489875049,36015.66559055118,36004.793001160084
3,50,0.10238620272740745,0.08427874571384024,4123.816689922169,3824.9384129130303,39987.1914,39113.26565238922
0 (Oturuma Hazır),843,0.09162650365842875,0.06820956799419964,3691.7961662698262,2677.7535284977203,39607.340818505334,39051.36642538712
21-25 arası,22,0.08520638397234315,0.0624394885988102,2720.2996728811854,1800.7499329319817,31640.829545454544,33063.91201886584
