county,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Başiskele,1753,1.7883628066172277,0.0,1,0,0.9883039042682625,38990.633354249854
