site_project_id,n,mean_actual,mean_pred,mean_residual
panorama_3,1,68780.49,42591.02446004933,-26189.465539950674
yuvacik_pasadagi_mh,1,57241.38,36719.03657741531,-20522.343422584687
temizel_tepe_loft,1,52777.78,34723.09005845663,-18054.689941543365
semt_bahcecik,1,61111.11,43173.66876763461,-17937.44123236539
vistapark,1,60000.0,43400.84593434332,-16599.15406565668
akven_armoni_teras,1,51415.09,35305.695294662626,-16109.39470533737
yuvacikta,1,57500.0,42243.96024028664,-15256.039759713363
erenoglu_gm_den,1,60185.19,45116.84404422551,-15068.345955774494
merkezde_essiz_bir,1,56666.67,42328.52974028755,-14338.140259712447
panoramakent_3,1,54166.67,41502.60078446621,-12664.06921553379
kolayli_kullar,1,48333.33,36928.24699575882,-11405.083004241184
ustgrup_lifeside,3,54816.92999999999,43625.37923431374,-11191.550765686261
orka_life,3,56599.920000000006,45452.70125657881,-11147.218743421188
pasadag_mh_de_konsept_talha_park,1,41807.91,30909.25280677763,-10898.657193222374
seymen,1,55714.29,44959.53672427424,-10754.753275725758
zeray_korupark,6,49349.613333333335,38692.590802885126,-10657.022530448206
kolayli,1,50000.0,39494.077469940974,-10505.922530059026
ara,1,55312.5,45166.70458091368,-10145.795419086317
yagmurkent,1,57692.31,47693.3073425882,-9999.002657411795
cb_mahall_den_pasadag_da,1,42857.14,33292.923069588534,-9564.216930411465
bulvar,2,51688.655,42306.71021241127,-9381.944787588727
bahama_insaat,1,48913.04,40128.94648305257,-8784.093516947432
garden,1,40882.35,32989.79019704419,-7892.55980295581
egimsiz,2,55861.245,47974.27410444284,-7886.970895557162
kolayli_karsiyaka,1,42424.24,34980.275664364955,-7443.9643356350425
panoramakent_4,3,51607.69,44182.18200025233,-7425.507999747669
anatolia,1,45112.78,37719.25717962478,-7393.522820375219
asrin,3,43359.79,36292.835390558444,-7066.954609441556
basiskele_de_asev_muhit,1,53333.33,46323.39605522818,-7009.933944771823
manar_yuvacik_2,1,44636.02,37637.70540125336,-6998.314598746634
parla_100_yil,3,49074.073333333334,42086.4838573627,-6987.589475970635
villa_liva,2,50576.925,43699.97651230033,-6876.948487699676
vadi,1,41842.11,35053.5507132833,-6788.5592867167
rozna,1,48588.79,42221.46466769241,-6367.325332307591
altinkent_kalici_konutlari_7_ada,1,34782.61,28522.596788603176,-6260.013211396825
teras_marmara,4,44314.6625,38245.17397340513,-6069.488526594871
yuz_yapi_dan_deniz_ve_vadi,1,43421.05,37356.148995035874,-6064.901004964129
basiskele_fatih,1,43062.5,37075.34297336172,-5987.157026638277
twinkle_life,3,47867.42333333333,41954.058080621326,-5913.365252712007
yuvacik_eksioglu_metsan,1,54597.7,48695.61783433457,-5902.08216566543
bahcecik_kalici_konutlar,1,35000.0,29447.323343844015,-5552.676656155985
yonca_evleri_2,1,41666.67,36132.82276846131,-5533.84723153869
dongel_de,1,40740.74,35279.369568299844,-5461.370431700154
lotus,2,53273.81,48044.235275512125,-5229.574724487877
oksijen_konaklari,3,43522.72666666666,38319.28056458153,-5203.446102085133
yesilyurt_mah_durupark,1,48058.25,43073.45187200431,-4984.7981279956875
tinaztepede,1,48843.28,44276.198824217,-4567.0811757830015
secret_garden,2,42666.665,38115.59413962903,-4551.070860370968
loca_torunoglu,1,45588.24,41069.82191545499,-4518.41808454501
havuzlu,1,55625.0,51434.1774424289,-4190.822557571097
dlux,1,43225.81,39075.64366447741,-4150.16633552259
kredili_dusuk_faiz_yuksek_konforlu,1,50000.0,45971.848391179476,-4028.1516088205244
royal_life,3,50745.386666666665,46755.46813979212,-3989.9185268745446
kullar_yakacik_ta_kacirilmayacak_butik,1,44285.71,40334.340670978214,-3951.3693290217852
oluklu_life,4,40669.265,36747.47647364957,-3921.7885263504286
panoramakent_2,2,46385.35,42707.58141494963,-3677.7685850503694
vira,1,35348.84,31848.619581362727,-3500.220418637269
pasadag_100_yil_parla,1,50000.0,46695.46668797879,-3304.533312021209
manar_terrace,2,40307.92,37005.02113745091,-3302.898862549093
marmara_elit_yapi_kooperatifi,1,40347.83,37065.98848395631,-3281.8415160436925
erguvan_konaklari,2,38013.89,34786.161422219986,-3227.7285777800134
mahall_yuvacik_2,3,43727.6,40778.53020077781,-2949.0697992221903
basiskele_de_havuzlu,2,44494.649999999994,41644.86902510494,-2849.7809748950604
zeray_perla,16,50309.36125,47563.32932943944,-2746.0319205605606
manar_yuvacik_3,2,40111.365000000005,37482.17756403073,-2629.187435969274
caglayan_modern_yuvacik,1,41900.0,39313.41102089095,-2586.588979109052
yuvacik_ta_prestijli,1,35714.29,33168.261814225436,-2546.028185774565
pera_park,1,38518.52,36155.90495052704,-2362.615049472959
alizepark_city,5,46178.534,43957.10608642956,-2221.4279135704405
pasadagi,1,36756.76,34552.38630489785,-2204.373695102149
platinium,1,36176.47,34356.5070569082,-1819.9629430917994
tanta_emlak_tan,2,40000.0,38277.19920968587,-1722.8007903141333
evimiz_kocaeli,20,47590.9985,46139.9140236416,-1451.0844763584016
orka_life_2,8,50780.725,49424.442246807404,-1356.2827531925923
erturk,1,42400.0,41045.96084932631,-1354.0391506736923
ust_park_yuvacik,3,34222.06,32889.006983865525,-1333.0530161344784
manaryuvacik,1,48529.41,47206.766718178835,-1322.6432818211688
basiskelede_prejtijli,1,35000.0,33695.976474670824,-1304.0235253291758
kucuk_yali,1,45145.63,43901.11134264278,-1244.518657357221
armoni_2,1,49583.33,48384.832516836024,-1198.4974831639774
ceneviz_adalari,2,48076.925,46882.92644873264,-1193.9985512673557
supark_megaron,1,41319.44,40293.577502318614,-1025.862497681388
vizyon_dan_basiskelede,1,48625.0,47652.28449008917,-972.7155099108277
aydinkent_kalici_konutlari_20_ada,1,34000.0,33168.27724319331,-831.7227568066883
kullar_yaylacik_mahallesi,1,54780.82,53961.21593638392,-819.6040636160833
panoramakent_1,5,45408.333999999995,44603.70777416,-804.626225839999
lotus_mahza,2,43876.78999999999,43181.464519270885,-695.3254807291123
royal_city_akkurt,11,38002.89363636364,37319.2644244685,-683.629211895138
akademik_elit_park,4,46173.075,45589.01766908682,-584.0573309131833
yuvacik_kalici_konutlari_1_ada,1,34347.83,33803.283209620524,-544.5467903794779
kirazli_kent,10,33006.297999999995,32615.351614431973,-390.9463855680286
missing,1231,38262.74316003249,37956.45474847391,-306.2884115585855
listing_portal,1,38823.53,38735.52210923455,-88.00789076544606
venedik,1,33571.43,33489.486168365926,-81.94383163407474
altin_vadi,16,33215.22875,33133.55854788677,-81.67020211323029
yesilyurt,2,40285.92,40233.54205449597,-52.37794550403123
durupark,1,41739.13,41687.33929952611,-51.79070047388814
fatih_mah,1,28275.86,28236.582352296893,-39.277647703107505
basiskele_de_butik,1,41903.23,41910.8664582584,7.636458258399216
cadde_53,1,31176.47,31202.025226066857,25.55522606685554
pasadag_mah_full_deniz_manzarali,1,46470.59,46521.08672137232,50.49672137232119
altinkent_kalici_konutlari_3_ada,1,32083.33,32144.665318141415,61.335318141413154
cb_mark_tan_vadi,1,46250.0,46345.561382799366,95.56138279936567
yakamoz_konutlari,8,41078.125,41194.12924969753,116.0042496975284
zeray_gunesi,28,42480.92035714286,42673.67397280071,192.75361565784988
terra_nova,3,45337.996666666666,45561.059838959394,223.0631722927234
mamik_reform,8,46433.6575,46667.25514718707,233.5976471870672
ustpark_yuvacik,2,42667.46,42926.32563104053,258.865631040524
gokce,1,36475.41,36734.7793452448,259.36934524479875
royal_park,1,35714.29,35987.81083276744,273.5208327674409
torpidocular,1,30769.23,31086.856708444866,317.6267084448664
altinkent_kalici_konutlari_5_ada,1,30833.33,31199.776944439713,366.44694443971093
zeray_kent,4,43695.175,44136.291765474976,441.11676547497336
manar_yuvacik,2,40638.57,41168.65428910266,530.0842891026587
emar_delux_yuvacik,4,38135.775,38667.68329582757,531.9082958275721
aydinkent_kalici_konutlari_19_ada,1,30454.55,30987.12098294382,532.5709829438201
boyunegmez_yasam,1,35384.62,35927.667707394874,543.0477073948714
gun_isigi,1,35652.17,36224.72445207863,572.5544520786352
isil,1,32692.31,33291.06166080103,598.7516608010301
mavi_yesil_park,4,30489.9125,31178.616275484055,688.703775484053
clover_premium,1,42812.5,43507.84201266096,695.3420126609635
ustgrup_mezire,8,43967.52125,44693.799703701385,726.2784537013804
zeraykent_yuvacik,7,39558.05285714286,40327.4217958518,769.3689387089455
bahcekent_konutlari,20,34568.7525,35342.1221105917,773.369610591703
ustpark_afraze,10,40609.077000000005,41388.48887503361,779.4118750336099
altinkent,1,36153.85,36953.994881555045,800.1448815550466
bizim_evler,1,38750.0,39587.62470311711,837.6247031171079
royal_country,11,43914.946363636365,44769.91580352976,854.9694398933927
helin,3,36592.049999999996,37465.93936232946,873.8893623294643
ust_park_atakent,2,37931.035,38815.11341766791,884.0784176679117
yuksek_giris_butik,1,35000.0,35896.92845609271,896.9284560927117
yuvacik_pasadag_yesil_vadi,1,41000.0,42126.46936560915,1126.4693656091476
seyri_vadi,3,41342.27333333334,42525.11281797485,1182.8394846415104
yesilkent_kalici,3,31097.22,32303.84958939256,1206.629589392561
dongelde,1,30774.19,32016.90195124835,1242.7119512483514
yuvana_evleri,12,31965.5475,33230.49075488458,1264.94325488458
hanzade_palace,1,36131.39,37498.153986664285,1366.7639866642858
cb_mahall_den_tinaztepede,1,31750.0,33166.815388170435,1416.8153881704347
rose_garden,2,35959.6,37385.63912977815,1426.039129778157
megatron_azize,4,40173.2275,41604.60306167627,1431.3755616762737
yuvacik_vadi,3,35118.28,36689.83102501286,1571.5510250128693
aydinkent,1,27727.27,29309.55204478609,1582.2820447860904
yuvacik_kalici_konutlari_10_ada,1,27333.33,29025.6244189887,1692.2944189886985
esila_park,5,41407.166,43120.536647827306,1713.3706478273102
mona_vadi,1,31276.6,33030.29848937532,1753.6984893753179
alacati_dan_yaylacik_mh_de_havuzlu,1,43571.43,45454.19022292581,1882.7602229258118
basiskele_de,3,35870.10666666667,37761.63281508668,1891.5261484200116
sembol_kent,5,34497.23,36483.66703488316,1986.437034883161
yesilyurtda,1,42500.0,44495.40872678016,1995.4087267801588
bahama,2,40054.945,42125.49516896524,2070.5501689652338
aurapark,4,39201.3875,41273.48569342018,2072.098193420181
duru_park,3,39274.973333333335,41386.751605767284,2111.778272433951
barbaros_mahallesinde,1,37711.86,39837.62024581584,2125.7602458158362
yakut_konaklari,2,35731.979999999996,37994.628905807214,2262.648905807211
marmara_elit,3,32854.166666666664,35160.68220889366,2306.515542226994
my_yaka,4,33464.6475,35789.344884353675,2324.697384353678
doga,3,34362.92,36792.4303831475,2429.5103831475003
barbaros_mh,1,42253.52,44700.9997564494,2447.4797564494
yuvacik_kalici_konutlari_2_ada,2,32663.635000000002,35263.04527526073,2599.4102752607305
altinkent_kalici_konutlari_6_ada,1,28695.65,31385.023371859937,2689.373371859936
iskar_elit_kent,4,33724.18,36476.89580839917,2752.7158083991635
akasya_modern,2,28847.22,31715.54218587694,2868.322185876943
vadi_yuvacik,1,37142.86,40061.862389877446,2919.0023898774452
dream_gardens,2,30719.21,33867.14614951928,3147.936149519277
bloklu_butik,1,34160.0,37430.99820918048,3270.9982091804777
cevizli_vadi,1,45000.0,48287.60851199977,3287.6085119997733
atakent_ustpark,1,35625.0,39321.77705895977,3696.7770589597712
elitium_park,4,39457.509999999995,43170.015373090806,3712.505373090811
kullar_tepecik_de,1,38952.38,42678.430525728174,3726.0505257281766
my_house_yuvacik,3,36546.29666666667,40385.884498678744,3839.587832012078
yusra,1,28000.0,31865.830293093535,3865.830293093535
cb_envoy_dan_yesilyurt_mah,1,35344.83,39234.68252677307,3889.8525267730656
elitium_trio,5,36959.524,40880.5584812307,3921.034481230699
kuba,1,28461.54,32465.581761992886,4004.041761992885
kullar,1,35925.93,39961.28678561732,4035.3567856173177
polen_park,1,26428.57,30494.814668851337,4066.2446688513373
may_kent_2,2,29105.605,33292.684319098764,4187.079319098764
barbaros_mah,1,30962.34,35167.97024990572,4205.6302499057165
torunogullari_park_2,1,29679.14,33923.34521430466,4244.20521430466
aydinkent_kalici,1,30909.09,35190.92793857669,4281.837938576693
inci,1,33437.5,37973.74969535816,4536.249695358158
reyhan,1,31600.0,36182.11250061865,4582.1125006186485
cati_dubleks_havuzlu,1,34545.45,39224.96456036071,4679.514560360716
mamik_life,2,41660.08,46385.82643453934,4725.746434539338
kardelen,2,34598.715000000004,39349.596774527614,4750.881774527616
yuvacik_manar,1,43846.15,48601.28338924663,4755.133389246628
vadi_suit,1,35121.21,40239.439231230266,5118.229231230267
casaba_suite,1,39610.39,44795.57943136228,5185.189431362283
seyr_i_vadi,1,40000.0,45230.030910943926,5230.030910943926
yaylacik_mh_de_havuzlu,1,46333.33,51583.013455039894,5249.683455039893
kullar_da_prestijli_yasam,1,29629.63,34976.61674510343,5346.986745103426
fatih_mahallesinde,2,44005.715,49376.61826916759,5370.903269167593
yuvacik_doga,1,32333.33,37793.294496260045,5459.964496260043
kullar_da_ultra_ebeveyn_banyolu,1,35555.56,41022.72335221175,5467.163352211755
listing_portal_vadi_yuvacik,1,31843.75,37348.576039094914,5504.826039094914
ritim_vadi_evleri,4,33227.01,38814.11004573243,5587.100045732428
naturapark,1,25294.12,31188.81464060989,5894.6946406098905
kw_arven_den_ted_kolejine_komsu_havuzlu,1,30937.5,36889.74672116814,5952.246721168143
memur_sen,1,28500.0,34460.6235975155,5960.6235975155
ust_deniz_manzarali_asansorlu,1,32379.31,38564.086018469374,6184.7760184693725
invest_globalden_zeray_kent,1,33333.33,39631.70405804383,6298.374058043832
barbaros,1,41588.79,48031.54524242857,6442.755242428568
ozemsan,1,34583.33,41031.01407593,6447.684075929996
terasta_life,1,36363.64,43102.64669237798,6739.006692377981
kullar_tepecik_mah,2,30937.5,37683.42502862704,6745.925028627036
yildiz,1,28476.19,35415.66586367336,6939.475863673364
vizyon_dan,1,44142.86,51835.647883274214,7692.7878832742135
asansorlu_butik,1,39600.0,47641.513473941166,8041.513473941166
remax_dreamden_fatih_de,1,32333.33,40384.057801929805,8050.727801929803
yesilyurt_mahallesin_de,1,32708.33,41140.94961616228,8432.61961616228
birikim_gayrimenkulden,1,29350.0,38152.48480760107,8802.484807601068
selimoglu,1,32857.14,42860.20173452846,10003.061734528463
yenikoy_kalici_konutlari_12_ada,1,34500.0,44960.67169853585,10460.67169853585
may_city,1,33148.15,44638.68242531408,11490.532425314079
derin_den_yatirim_firsati,1,21467.39,33492.03666944857,12024.646669448572
mehmet_akif_ersoy,1,22500.0,37588.65385643411,15088.65385643411
