room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.3420888476465544,0.3420888476465544,18054.689941543365,18054.689941543365,52777.78,34723.09005845663
2.5+1,3,0.1857111090391603,0.20925533532665136,8326.285367212475,6923.60551439289,45074.073333333334,44720.13769330003
4.5+1,4,0.16655068524639471,0.1360394329653266,5747.28202773052,4267.139068435012,33310.479999999996,38501.7564643141
4+1,215,0.12848437437848395,0.1087838440346559,4675.875945635182,3865.830293093535,36431.90437209303,35612.802425763344
4+2,2,0.1254454140614005,0.1254454140614005,3599.2100225663107,3599.2100225663107,30228.07,30984.034497732187
3.5+1,2,0.1235929152590518,0.1235929152590518,6054.9605433551515,6054.9605433551515,46103.005,40048.04445664484
1+1,51,0.12242520339811032,0.11070419120087896,5998.037007296445,5148.045503888228,47914.083333333336,46252.47433189654
3+1,864,0.10679445208041981,0.08325186930678574,4099.438059845911,3082.872803665652,38064.03366898148,37748.98282811136
2+1,593,0.0883042250011422,0.07036387590423968,3610.3523385682283,2795.5412507723595,40657.69392917369,40385.79022957233
5+1,13,0.08759815554974754,0.056070624344568075,2652.739707285386,1753.6984893753179,31252.266153846154,32817.37766350484
5+2,2,0.06835738440022937,0.06835738440022937,2631.386935938088,2631.386935938088,37715.665,36835.29042575901
1.5+1,1,0.05466827968208911,0.05466827968208911,2322.446284959944,2322.446284959944,42482.52,44804.96628495994
2+2,1,0.03193488562909652,0.03193488562909652,1354.0391506736923,1354.0391506736923,42400.0,41045.96084932631
3+2,1,0.0029520929766739044,0.0029520929766739044,107.06535676174826,107.06535676174826,36267.61,36374.67535676175
