county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3139.6474016823477,0.09045267591799878,1.0
Gölcük,8,8066.062807898354,0.04888854637565264,0.5
Karamürsel,8,8066.062807898354,0.04888854637565264,0.5
İzmit,8,8066.062807898354,0.04888854637565264,0.5
