room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.3331233592194723,0.3331233592194723,17581.51136574628,17581.51136574628,52777.78,35196.26863425372
4.5+1,2,0.33116645732299804,0.33116645732299804,11557.241542788275,11557.241542788275,34219.0,45776.24154278827
5+1,6,0.16533869967700202,0.14442569806439792,6669.833616418703,5003.998124536429,36316.30333333334,35324.433262728504
3.5+1,2,0.1515328597857099,0.1515328597857099,9941.042135776315,9941.042135776315,61497.96,51556.91786422368
4+1,80,0.13455654418958898,0.11172506615956007,5348.754193054599,3632.0597994704804,38162.069875,37030.19667263531
1+1,40,0.1287928736312072,0.1164837443743245,6761.516139041907,5842.841573844424,49987.860499999995,46982.139911159364
3+1,400,0.11623441249265609,0.09577958335170711,4543.024490233073,3665.1364400404636,39217.910575,39139.72760467754
2.5+1,1,0.10923657890878564,0.10923657890878564,4697.172893077783,4697.172893077783,43000.0,47697.17289307778
2+2,1,0.09890934288428636,0.09890934288428636,4193.756138293742,4193.756138293742,42400.0,38206.24386170626
2+1,384,0.09292203548062945,0.07761210831876475,3979.279724102024,3362.2360299155953,42310.314427083336,41855.40625669924
3+2,1,0.06680769791739773,0.06680769791739773,2422.955533065993,2422.955533065993,36267.61,33844.65446693401
4+2,1,0.023164318736840713,0.023164318736840713,803.0297934248738,803.0297934248738,34666.67,33863.640206575124
