feature,importance,rank
num__bsk_nearest_10_max_unit_price,0.011839079759422336,1
num__attr_quality_x_location_baseline,0.011318103180278344,2
num__bsk_nearest_10_mean_unit_price,0.010989364254753328,3
num__basiskele_lat_lon_interaction,0.008988154184040646,4
num__bsk_nearest_10_iqr_unit_price,0.0082356018108916,5
num__bsk_nearest_10_std_unit_price,0.007753060734765025,6
num__bsk_nearest_10_median_unit_price,0.0070503786108391045,7
num__bsk_nearest_5_median_unit_price,0.006636741853630562,8
num__location_baseline_m2,0.006478487091192612,9
num__location_baseline_log,0.005478615529262052,10
num__bearing_from_district_centroid_sin,0.005181794882915617,11
num__distance_to_coast_x_site_inside,0.004242571832111474,12
num__bearing_from_county_centroid_cos,0.003898094539952529,13
cat__geo_cluster_city_city_6,0.0036162657662163755,14
num__location_baseline_vs_trend,0.0035032907414101937,15
num__distance_to_yuvacik_m,0.0034958336276296456,16
num__distance_to_kullar_m,0.003300463124350357,17
num__lat,0.003236166781161169,18
num__bsk_nearest_10_min_distance_m,0.003190926438201245,19
num__distance_to_izmit_center_m,0.0030710890082199962,20
num__distance_to_district_centroid_m,0.0028767757748734604,21
num__location_baseline_count,0.002831861064483559,22
num__bearing_from_district_centroid_cos,0.0028281137619592892,23
num__distance_to_coast_x_view_sea,0.0027131982762878754,24
num__location_baseline_level_code,0.002616323822142772,25
num__detail_effect_view_x_location_baseline,0.002583875401348109,26
num__bsk_nearest_10_avg_distance_m,0.00256071653163655,27
num__bsk_nearest_40_median_unit_price,0.0024750114912149204,28
cat__basiskele_geo_cluster_x_m2_group_Başiskele_3||0-75,0.002393400327339792,29
num__distance_to_sahil_m,0.00236974485202217,30
num__lat_centered_city,0.0022466340964664012,31
num__bsk_nearest_20_median_unit_price,0.0021582677580947365,32
num__bearing_from_county_centroid_sin,0.002121133993714736,33
num__distance_to_bahcecik_m,0.0021012624387415973,34
num__bsk_nearest_10_min_unit_price,0.002061904903726171,35
cat__geo_cluster_x_room_count_city_6||3+1,0.0020406313283363015,36
num__lat_centered_county,0.0020339186818366765,37
num__distance_to_county_centroid_m,0.001952926115747761,38
num__basiskele_distance_to_coast_x_large_home,0.001867070392940816,39
num__basiskele_premium_x_location_baseline,0.0016414633685191127,40
num__is_small_flat,0.0015041406305782612,41
num__distance_to_coast_x_large_home,0.001407296165948163,42
num__distance_to_basiskele_coast_m,0.001365297094310841,43
num__transport_score,0.001302404644686692,44
num__distance_to_geo_cluster_center_m,0.001301559063145411,45
cat__geo_cluster_city_city_1,0.0012468869267184112,46
num__distance_to_golcuk_center_m,0.0012396924900684248,47
cat__geo_cluster_city_city_0,0.0012068204231933653,48
num__distance_to_coastline_m,0.001169894722556207,49
cat__geo_cluster_x_room_count_city_7||3+1,0.0010038818321738176,50
num__basiskele_distance_to_coast_x_quality,0.0010027893062241552,51
num__is_large_flat,0.0009913720513657575,52
num__lon_centered_county,0.0009675258359912378,53
num__lon,0.0009223125302639315,54
num__location_quality_x_detail_effect_total,0.0008979210787918287,55
cat__coast_distance_bucket_1000_3000,0.0008711500148825927,56
num__lon_centered_city,0.000853089759233329,57
num__distance_to_karamursel_center_m,0.0008460749283906042,58
num__demo_population_density,0.0008267215195968836,59
cat__geo_cluster_x_room_count_city_9||2+1,0.0007690885798462148,60
cat__geo_cluster_x_room_count_city_0||3+1,0.0006985864463482905,61
cat__basiskele_geo_cluster_x_m2_group_other||101-125,0.0006396870817599638,62
num__demo_high_school_diff_county,0.0006259525715647805,63
cat__coast_distance_bucket_0_500,0.0005910299598972016,64
cat__geo_cluster_x_room_count_missing||3+1,0.0005802216560963525,65
cat__geo_cluster_x_room_count_city_0||4+1,0.0005764559503616636,66
cat__coast_distance_bucket_500_1000,0.000571510603327376,67
cat__basiskele_geo_cluster_x_m2_group_Başiskele_1||126-150,0.0005569009777241876,68
cat__basiskele_geo_cluster_x_m2_group_Başiskele_0||151-200,0.0005427165878512625,69
cat__geo_cluster_x_room_count_missing||4+1,0.000508798597496429,70
cat__geo_cluster_city_city_5,0.0005051967606465847,71
cat__basiskele_geo_cluster_x_m2_group_Başiskele_0||126-150,0.0004930241860359606,72
cat__geo_cluster_x_room_count_missing||2+1,0.00046947115610268314,73
cat__coast_distance_bucket_3000_plus,0.0004542282586437243,74
cat__basiskele_geo_cluster_x_m2_group_Başiskele_4||126-150,0.00044352475768414366,75
num__demo_education_high_school_ratio,0.00043762060940770437,76
cat__geo_cluster_x_room_count_city_1||3+1,0.00040963227324585427,77
cat__geo_cluster_x_room_count_city_5||4+1,0.00039309029679878576,78
cat__basiskele_geo_cluster_x_m2_group_Başiskele_3||101-125,0.0003833461424482476,79
cat__geo_cluster_city_city_11,0.00035204090674166404,80
cat__geo_cluster_city_city_7,0.0003195576967574748,81
cat__geo_cluster_county_Başiskele_0,0.0003062331964403217,82
cat__basiskele_geo_cluster_x_m2_group_other||76-100,0.000299615371558406,83
num__distance_to_coast_x_near_sea_zero,0.0002898978231316686,84
cat__geo_cluster_city_city_9,0.0002822557412477977,85
cat__geo_cluster_x_room_count_city_5||3+1,0.00027576014832566805,86
cat__basiskele_geo_cluster_x_m2_group_Başiskele_0||101-125,0.0002757394862982609,87
cat__basiskele_geo_cluster_Başiskele_0,0.00027533375858390555,88
num__demo_education_primary_school_ratio,0.0002676051843716993,89
cat__basiskele_geo_cluster_x_m2_group_other||151-200,0.00026672334317622346,90
cat__basiskele_geo_cluster_x_m2_group_Başiskele_3||76-100,0.0002255700618156419,91
cat__geo_cluster_x_room_count_city_8||3+1,0.00022512068390049465,92
cat__geo_cluster_x_room_count_city_11||3+1,0.0002245109931187161,93
cat__basiskele_geo_cluster_x_m2_group_other||126-150,0.00021780949505166295,94
cat__geo_cluster_county_Başiskele_1,0.0002128361328294753,95
cat__basiskele_geo_cluster_x_m2_group_Başiskele_0||76-100,0.00021121984781138646,96
cat__geo_cluster_x_room_count_city_0||2+1,0.00020864686830440496,97
cat__basiskele_geo_cluster_x_m2_group_Başiskele_0||200+,0.0002072399408274118,98
cat__geo_cluster_city_city_8,0.000198930743027293,99
num__demo_pharmacy_count,0.00019877350963130552,100
cat__geo_cluster_county_Başiskele_4,0.00019277013614567854,101
cat__basiskele_geo_cluster_Başiskele_3,0.0001856224523212756,102
num__demo_population_total,0.0001834120335640336,103
cat__geo_cluster_x_room_count_city_7||2+1,0.00017981739817823992,104
cat__basiskele_geo_cluster_x_m2_group_Başiskele_3||126-150,0.0001672852167330814,105
cat__geo_cluster_x_room_count_city_9||3+1,0.00016358194017917794,106
cat__geo_cluster_county_Başiskele_3,0.00015606112462514282,107
cat__basiskele_geo_cluster_Başiskele_1,0.0001546050813613849,108
