feature,group,basiskele_positive_count,basiskele_negative_count,basiskele_effect,global_effect,smoothed_effect,abs_effect,direction,reliability_level
out_closed_pool,outside,40,,0.19411061849866496,0.19411061849866496,0.19411061849866496,0.19411061849866496,premium,county
out_sauna_hamam,outside,67,,0.14694843252738288,0.14694843252738288,0.14694843252738288,0.14694843252738288,premium,county
out_open_pool,outside,176,,0.13509375630830434,0.13509375630830434,0.13509375630830434,0.13509375630830434,premium,county
view_pool,view,51,,0.12993735692432296,0.12993735692432296,0.12993735692432296,0.12993735692432296,premium,county
out_pool,outside,184,,0.12779066910929604,0.12779066910929604,0.12779066910929604,0.12779066910929604,premium,county
out_generator,outside,22,,0.12170751834944493,0.12170751834944493,0.12170751834944493,0.12170751834944493,premium,county
out_security,outside,204,,0.1004348220845932,0.1004348220845932,0.1004348220845932,0.1004348220845932,premium,county
view_bosphorus,view,6,,-0.09821122958800554,-0.09821122958800554,-0.09821122958800554,0.09821122958800554,discount,unreliable
subtype_roof_duplex,subtype,102,,-0.0919436051103455,-0.0919436051103455,-0.0919436051103455,0.0919436051103455,discount,county
subtype_duplex,subtype,187,,-0.0896181497392714,-0.0896181497392714,-0.0896181497392714,0.0896181497392714,discount,county
subtype_garden_duplex,subtype,53,,-0.08475587552074693,-0.08475587552074693,-0.08475587552074693,0.08475587552074693,discount,county
out_sports_area,outside,152,,0.07986233273825771,0.07986233273825771,0.07986233273825771,0.07986233273825771,premium,county
in_smart_home,inside,27,,0.07441439965495711,0.07441439965495711,0.07441439965495711,0.07441439965495711,premium,county
transport_tram,transport,17,,-0.06892075873967585,-0.06892075873967585,-0.06892075873967585,0.06892075873967585,discount,county
in_glass_balcony,inside,57,,0.06396640475148807,0.06396640475148807,0.06396640475148807,0.06396640475148807,premium,county
subtype_middle_floor,subtype,377,,0.0624666394301201,0.0624666394301201,0.0624666394301201,0.0624666394301201,premium,county
in_air_conditioner,inside,35,,0.060073645449230995,0.060073645449230995,0.060073645449230995,0.060073645449230995,premium,county
in_parent_bathroom,inside,190,,0.05970754886705798,0.05970754886705798,0.05970754886705798,0.05970754886705798,premium,county
in_builtin_kitchen,inside,183,,0.050702509240908356,0.050702509240908356,0.050702509240908356,0.050702509240908356,premium,county
out_hydrofor,outside,32,,-0.0493987710070094,-0.0493987710070094,-0.0493987710070094,0.0493987710070094,discount,county
out_camera,outside,269,,0.03685412487722317,0.03685412487722317,0.03685412487722317,0.03685412487722317,premium,county
in_intercom,inside,317,,0.034930691695231886,0.034930691695231886,0.034930691695231886,0.034930691695231886,premium,county
in_terrace,inside,123,,-0.0324677965138207,-0.0324677965138207,-0.0324677965138207,0.0324677965138207,discount,county
near_lake_zero,nearby,6,,0.02797185827781057,0.02797185827781057,0.02797185827781057,0.02797185827781057,premium,unreliable
front_north,front,293,,0.027310293236052274,0.027310293236052274,0.027310293236052274,0.027310293236052274,premium,county
subtype_top_floor,subtype,62,,0.02540644254702329,0.02540644254702329,0.02540644254702329,0.02540644254702329,premium,county
transport_bus_stop,transport,544,,-0.025107155636165505,-0.0251071556361655,-0.025107155636165505,0.025107155636165505,discount,county
transport_airport,transport,18,,-0.023956793113388386,-0.023956793113388386,-0.023956793113388386,0.023956793113388386,discount,county
out_children_playground,outside,242,,0.022335808470667292,0.022335808470667295,0.022335808470667292,0.022335808470667292,premium,county
in_dressing_room,inside,49,,0.022176165595357844,0.022176165595357844,0.022176165595357844,0.022176165595357844,premium,county
transport_e5,transport,227,,-0.021069717965428225,-0.021069717965428225,-0.021069717965428225,0.021069717965428225,discount,county
transport_tem,transport,53,,0.018415037157609504,0.018415037157609504,0.018415037157609504,0.018415037157609504,premium,county
near_sea_zero,nearby,20,,-0.01754836787711689,-0.01754836787711689,-0.01754836787711689,0.01754836787711689,discount,county
in_heat_glass,inside,416,,0.017065398606820104,0.017065398606820104,0.017065398606820104,0.017065398606820104,premium,county
front_south,front,449,,-0.016274597535250734,-0.016274597535250734,-0.016274597535250734,0.016274597535250734,discount,county
out_heat_insulation,outside,484,,0.015149772863789046,0.015149772863789046,0.015149772863789046,0.015149772863789046,premium,county
in_steel_door,inside,534,,0.014794433354675007,0.014794433354675007,0.014794433354675007,0.014794433354675007,premium,county
in_fiber,inside,296,,0.012862758461941405,0.012862758461941404,0.012862758461941405,0.012862758461941405,premium,county
near_school,nearby,595,,-0.012351742506124806,-0.012351742506124808,-0.012351742506124806,0.012351742506124806,discount,county
