site_project_id,n,mean_actual,mean_pred,mean_residual
natura_life_yuvacik,1,63186.81,41447.55431177055,-21739.255688229445
temizel_tepe_loft,1,52777.78,33225.22118719638,-19552.558812803618
yuvacik_pasadagi_mh,1,57241.38,38624.55539693034,-18616.82460306966
merkezde_essiz_bir,1,56666.67,38722.910556409886,-17943.759443590112
ustgrup_lifeside,1,64685.31,47366.08992351225,-17319.22007648775
yuvacikta,1,57500.0,42543.36741319789,-14956.632586802109
ara,1,55312.5,40859.12362058852,-14453.376379411478
erenoglu_gm_den,1,60185.19,47181.268765342014,-13003.921234657988
kolayli,1,50000.0,38167.36782964926,-11832.632170350742
bulvar,2,51688.655,39964.859497413316,-11723.795502586683
panoramakent_3,2,58273.81,47778.71967370444,-10495.090326295558
panoramakent_2,2,57160.0,47334.55289260944,-9825.447107390559
anatolia,1,45112.78,35638.84776016565,-9473.93223983435
yuvacik_eksioglu_metsan,1,54597.7,45156.08682673798,-9441.61317326202
orka_life,3,56599.920000000006,47364.936517403374,-9234.983482596626
yagmurkent,1,57692.31,48777.62667004854,-8914.683329951455
kolayli_karsiyaka,1,42424.24,33663.94842278078,-8760.291577219221
royal_life,2,54451.415,46080.554874308,-8370.860125692001
zeray_korupark,5,53095.166000000005,45856.62188390469,-7238.544116095303
pasadag_mh_de_konsept_talha_park,1,41807.91,35138.19029446698,-6669.719705533025
yesilyurt_mah_durupark,1,48058.25,41591.84820899306,-6466.401791006938
kullar_yakacik_ta_kacirilmayacak_butik,1,44285.71,38098.43903132467,-6187.27096867533
parla_100_yil,3,49074.073333333334,42996.473796143466,-6077.599537189868
oluklu_life,2,38349.36,32439.598413131076,-5909.7615868689245
vadi,1,41842.11,36025.158055556465,-5816.9519444435355
zeray_perla,8,55492.5925,49776.34233808996,-5716.250161910039
oksijen_konaklari,1,41818.18,36240.18065377178,-5577.999346228222
altinkent_kalici_konutlari_7_ada,1,34782.61,29453.120128364793,-5329.489871635207
asrin,1,37666.67,32420.39321038823,-5246.276789611769
ust_park_yuvacik,1,36750.0,31593.415271661437,-5156.584728338563
zeray_kent,1,47368.42,42263.23844263452,-5105.181557365475
basiskele_de_asev_muhit,1,53333.33,48354.742672460954,-4978.587327539048
armoni_2,1,49583.33,45256.67242362354,-4326.657576376463
kolayli_kullar,1,48333.33,44278.09331886733,-4055.236681132672
teras_marmara,3,43910.77666666667,39898.93572674192,-4011.8409399247444
basiskele_fatih,1,43062.5,39205.58531895639,-3856.914681043607
mahall_yuvacik_2,2,44758.065,41024.536196417124,-3733.5288035828744
pera_park,1,38518.52,34978.00525502325,-3540.5147449767464
secret_garden,1,43000.0,39482.53694415498,-3517.4630558450226
erturk,1,42400.0,38978.946213598654,-3421.053786401346
manar_yuvacik_3,2,40111.365000000005,36955.88746719091,-3155.4775328090946
yuvacik_ta_prestijli,1,35714.29,32756.323433325262,-2957.9665666747387
lotus,1,52380.95,49596.48784496827,-2784.4621550317243
torpidocular,1,30769.23,28094.34505980405,-2674.8849401959487
lotus_mahza,1,44512.2,41904.58113831056,-2607.618861689436
bahama,1,38571.43,36004.9487740591,-2566.481225940901
cevizli_vadi,1,45000.0,42465.94902788533,-2534.0509721146664
orka_life_2,6,55923.60333333333,53496.112763654346,-2427.490569678994
alizepark_city,5,46178.534,43765.54567336641,-2412.988326633592
marmara_elit_yapi_kooperatifi,1,40347.83,37951.85583633356,-2395.9741636664403
panoramakent_1,1,45208.33,42830.19646792358,-2378.133532076419
tinaztepede,1,48843.28,46607.6677297551,-2235.6122702448993
kucuk_yali,1,45145.63,43002.23441065446,-2143.395589345535
akademik_elit_park,4,46173.075,44238.34567515825,-1934.72932484175
ustpark_yuvacik,2,42667.46,40817.63667625446,-1849.8233237455424
panoramakent_4,2,46300.425,44547.79296047114,-1752.632039528864
terra_nova,2,47045.455,45359.73894587738,-1685.7160541226222
gun_isigi,1,35652.17,34125.52853145877,-1526.641468541231
kredili_dusuk_faiz_yuksek_konforlu,1,50000.0,48568.96715409952,-1431.0328459004813
ustgrup_mezire,5,45495.094,44266.44574333891,-1228.6482566610925
aydinkent_kalici_konutlari_20_ada,1,34000.0,32812.44560601327,-1187.5543939867275
evimiz_kocaeli,16,46372.850625,45260.73449296973,-1112.1161320302708
basiskele_de_butik,1,41903.23,40883.57224645856,-1019.6577535414399
ceneviz_adalari,2,48076.925,47162.93098778937,-913.9940122106309
sahibinden,1,38823.53,37961.28141480582,-862.2485851941819
vizyon_dan,1,44142.86,43560.16282314779,-582.6971768522126
missing,625,40190.492704000004,39669.06020266503,-521.4325013349687
caglayan_modern_yuvacik,1,41900.0,41394.42932508756,-505.5706749124365
kullar_yaylacik_mahallesi,1,54780.82,54276.63215930208,-504.1878406979231
altinkent_kalici_konutlari_3_ada,1,32083.33,31583.92016193189,-499.40983806811346
yuvacik_kalici_konutlari_1_ada,1,34347.83,33941.26478031377,-406.5652196862284
yakamoz_konutlari,8,41078.125,40683.104415751484,-395.02058424851657
manar_yuvacik,2,40638.57,40266.72390233127,-371.8460976687311
manar_terrace,2,40307.92,40137.27191414259,-170.64808585741412
marmara_elit,3,32854.166666666664,32823.527610017074,-30.639056649591414
may_kent_2,1,30625.0,30751.633607590113,126.63360759011266
kirazli_kent,8,31865.51125,32023.0285768251,157.51732682510283
yakut_konaklari,2,35731.979999999996,35919.78792854598,187.8079285459753
yuvacik_kalici_konutlari_10_ada,1,27333.33,27583.65003612839,250.3200361283889
royal_country,8,43307.00125,43690.43597282967,383.4347228296674
aydinkent_kalici_konutlari_19_ada,1,30454.55,30844.84568038887,390.2956803888701
royal_city_akkurt,9,38674.29666666666,39229.87325968649,555.5765930198161
zeraykent_yuvacik,5,40621.85,41178.09685110066,556.2468511006584
pasadagi,1,36756.76,37462.86960612786,706.1096061278586
zeray_gunesi,17,42846.72529411764,43796.773953885364,950.0486597677128
yuvacik_kalici_konutlari_2_ada,2,32663.635000000002,33743.08429929864,1079.4492992986434
mamik_life,3,43799.026666666665,44898.0751376184,1099.0484709517332
aurapark,4,39201.3875,40318.73674214681,1117.3492421468036
elitium_park,2,43901.1,45107.14980270113,1206.0498027011345
ustpark_afraze,5,40139.022,41357.5037441234,1218.4817441234075
iskar_elit_kent,2,36703.020000000004,38059.466929050504,1356.446929050504
pasadag_100_yil_parla,1,50000.0,51439.764537966876,1439.7645379668757
altinkent_kalici_konutlari_5_ada,1,30833.33,32352.686885416824,1519.3568854168225
bahcekent_konutlari,14,35091.55,36827.754005792245,1736.204005792243
vadi_yuvacik,1,37142.86,39013.007624618826,1870.147624618825
my_house_yuvacik,3,36546.29666666667,38514.20563005642,1967.908963389753
kullar_da_ultra_ebeveyn_banyolu,1,35555.56,37620.959566215155,2065.3995662151574
yesilkent_kalici,2,29979.165,32069.162015915063,2089.9970159150616
my_yaka,2,38444.445,40577.65682266861,2133.211822668607
kullar_tepecik_de,1,38952.38,41146.7679431619,2194.387943161906
durupark,1,41739.13,44055.67796622981,2316.5479662298094
emar_delux_yuvacik,2,35000.0,37318.023058595325,2318.0230585953286
bizim_evler,1,38750.0,41089.52916949874,2339.529169498739
mamik_reform,6,47485.878333333334,49865.77529500814,2379.896961674805
casaba_suite,1,39610.39,42050.268163128094,2439.8781631280945
fatih_mahallesinde,2,44005.715,46488.4461705871,2482.7311705870998
basiskele_de,1,34682.08,37253.35448943959,2571.2744894395873
aydinkent_kalici,1,30909.09,33563.20924274695,2654.119242746947
clover_premium,1,42812.5,45551.73701967856,2739.2370196785632
yuvacik_manar,1,43846.15,46700.79786228041,2854.647862280406
esila_park,4,41704.61,44597.696247220985,2893.0862472209847
doga,2,35457.425,38510.016867798564,3052.5918677985646
barbaros_mh,1,42253.52,45566.675522964826,3313.1555229648293
barbaros,1,41588.79,44903.46340627996,3314.6734062799587
cb_mahall_den_tinaztepede,1,31750.0,35092.15624491958,3342.156244919577
altinkent_kalici_konutlari_6_ada,1,28695.65,32098.62625483673,3402.976254836729
sembol_kent,5,34497.23,37960.20485773621,3462.9748577362056
seyri_vadi,1,38148.15,41668.993347010124,3520.8433470101227
bloklu_butik,1,34160.0,37752.48684012621,3592.4868401262065
kuba,1,28461.54,32100.633621346435,3639.093621346434
aydinkent,1,27727.27,31534.16125146085,3806.891251460849
altinkent,1,36153.85,39973.81175328362,3819.96175328362
