district,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Sepetlipınar Mh.,1,8.0,8.0,0,0,0.6557751970998899,25000.0
Kullar Merkez Mh.,7,5.285714285714286,5.0,0,0,0.9772019181592809,38300.97571428572
Körfez Mh.,13,4.076923076923077,5.0,0,0,0.9277399095919977,35555.35692307692
Bahçecik Kılıçaslan Mh.,11,3.6363636363636362,5.0,0,0,1.09195719888545,42051.83090909091
Seymen Mah.,10,3.3,0.0,0,0,1.0758017635140846,44081.542
Yeşilkent Mh.,6,3.0,0.0,0,0,0.7941730480452136,29750.125
Döngel Mh.,41,2.8048780487804876,0.0,0,0,1.0131428244054013,39830.82365853659
Havuzlubahçe Mh.,10,2.6,0.0,0,0,0.7823478026415988,31740.775
Yaylacık Mh.,37,2.4324324324324325,0.0,0,0,1.0040342646764289,42317.49945945946
Kullar Tepecik Mh.,11,2.272727272727273,0.0,0,0,1.0022417516037887,38974.27636363636
Paşadağ Mh.,114,2.017543859649123,0.0,0,0,1.0180053676752123,41537.009122807016
Atakent Mah.,5,2.0,0.0,0,0,1.035148664986102,47155.418
Fatih Mah.,200,1.8,0.0,0,0,1.0199421689785173,41530.4947
Kullar Yakacık Mh.,24,1.6666666666666667,0.0,0,0,0.9992753832272729,39630.2175
Serdar Mah.,38,1.5789473684210527,0.0,0,0,0.9779777404081625,37623.35236842106
Yeşilyurt Mh.,206,1.3592233009708738,0.0,0,0,1.0011276372081586,41282.921844660195
Barbaros Mah.,111,1.2882882882882882,0.0,0,0,0.9940714166215088,40588.76837837838
Altınkent Mh.,25,1.0,0.0,0,0,0.9953283116647627,35165.5192
Aydınkent Mh.,21,0.8095238095238095,0.0,0,0,0.9764962987536231,37026.04285714286
Yeniköy Merkez Mh.,10,0.5,0.0,0,0,0.9518062704108945,38734.704
Mahmutpaşa Mh.,27,0.37037037037037035,0.0,0,0,1.0168218082182656,43650.23074074074
Damlar Mah.,5,0.0,0.0,0,0,0.9764487108179205,39906.932
Karşıyaka Mh.,4,0.0,0.0,0,0,1.288346939019745,67031.82
Bahçecik Şehitekrem Mh.,3,0.0,0.0,0,0,0.8632137439580888,35035.18666666667
Sahil Mah.,3,0.0,0.0,0,0,0.8868211554183524,35550.026666666665
Vezirçiftliği Mh.,1,0.0,0.0,0,0,0.8780506202718557,35833.33
