county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3258.027568557348,0.1006027713383961,1.0
Gölcük,8,37759.31034052247,0.11414423956666235,0.625
Karamürsel,8,37759.31034052247,0.11414423956666235,0.625
İzmit,8,37759.31034052247,0.11414423956666235,0.625
