county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,2842.085258518551,0.08322611940737853,1.0
Gölcük,8,330605.61273256084,0.11467112067589111,0.375
Karamürsel,8,330605.61273256084,0.11467112067589111,0.375
İzmit,8,330605.61273256084,0.11467112067589111,0.375
