building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,585,0.1597663251926746,0.12967410900670584,4387.521938852052,3390.9056007850595,27460.147572649574,27360.710219794357
26-30 arası,415,0.1435369750918228,0.1185324248643619,4096.212803975452,3312.9418913529516,28543.812409638555,28110.593816405813
16-20 arası,206,0.13921445434867546,0.09733750413333628,4836.4918753064685,3462.7675501210906,35885.83932038835,36307.96309565147
missing,18,0.13548571410663007,0.12537896734504747,5756.745765806135,5561.08465283702,42992.14388888889,41356.84132392428
21-25 arası,242,0.1351628662807187,0.10386306736405539,4350.597770738946,3436.9592237572288,33980.545,34419.80979437545
5,278,0.1304497475198659,0.10222006346106521,5262.157501938219,4135.558735047562,40081.814496402876,39349.24306725834
3,197,0.12932232884937372,0.10552103872505145,5401.645287106158,4152.064987131613,41236.08126903553,40532.67661729813
2,206,0.12410639554547923,0.09731427982662713,5224.209876296177,3967.4421190555768,41854.85223300971,41403.918890267276
6-10 arası,1148,0.12406491997432767,0.09808147885023016,4803.479967708231,3668.861947879872,39176.28763937282,38894.62838953987
11-15 arası,781,0.12273679040000206,0.09345137773483493,4764.448941870393,3649.6052443745575,39677.26417413572,39478.43115712566
4,155,0.11449553529458581,0.10365892629191589,4708.146476469841,4071.0027537573405,41030.00180645161,40428.202009104
1,261,0.11056050727575985,0.08509718805485415,4469.331498870167,3449.4030966999926,41322.642873563214,41121.70904406475
0 (Yapım Aşamasında),179,0.10847860236971227,0.08099482097585917,4953.663336362598,3814.5047328495275,45358.292402234634,44397.718343181965
0 (Oturuma Hazır),1996,0.09610030943578284,0.07497465326364616,4027.502727546499,2861.638297834623,40684.464183366734,39999.47758430952
