district,n,mape,mae
Dereköy Mh.,12,0.24544961936652757,6806.689495267156
Yalakdere Mh.,1,0.23106003171766507,12918.35610870579
Tepeköy Mh.,5,0.19749893738667104,7817.003841846519
Avcıköy Mh.,1,0.16566772884275768,8467.46151233236
Kayacık Mh.,113,0.1593830551683533,6975.719516850727
4 Temmuz Mah.,166,0.1573166520181948,5500.99996298305
Ereğli Mh.,30,0.11751750905911011,5611.083234802468
