building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.21255527740381963,0.18031319188634592,5455.206042089616,4614.476215439863,28095.89875,33254.06138162194
5,43,0.14108729643203927,0.12196738847702572,6255.042869053478,4704.911219379668,43811.04720930233,42916.29931893484
16-20 arası,11,0.13966330708690497,0.08309535734987067,5730.6435009107745,2719.484195735702,36433.91818181818,35372.53150037159
4,17,0.1227500356853769,0.09047819360872025,5038.000627304609,3555.5798177370743,40888.98941176471,40812.568076427575
6-10 arası,158,0.12225822238122097,0.10672018649937622,4913.347156145752,4256.537904625966,40460.17386075949,40364.18403776231
2,30,0.12167295527333241,0.08284892682331935,5129.299383076678,3115.8371245245708,41055.965,40339.01606070433
26-30 arası,16,0.11942499502200025,0.0755482149216576,3605.669526642696,2367.7700836202093,32057.213125000002,33199.46999458154
0 (Yapım Aşamasında),78,0.11289860527535868,0.09735230857374554,4702.611719748327,3678.2896985601947,41159.575769230774,40700.67571129827
3,26,0.11099616552123864,0.1062348986703309,4902.143997288378,4913.030791110392,43607.786538461536,42257.13777679905
0 (Oturuma Hazır),388,0.1033632374715394,0.0821900922763985,4426.858047106768,3421.309372850217,42164.376211340204,41566.44139810288
1,47,0.09897055801207114,0.07472781171435655,4183.782363886889,3317.4146835403662,42601.52404255319,41573.23775392931
11-15 arası,78,0.09875266815905018,0.09102990479979849,3696.583791318608,3066.9384636977557,37469.194871794876,37258.13487944196
missing,3,0.0795348664125052,0.05006403227038754,3339.819907527451,2503.201613519377,44908.426666666666,42558.665538675
21-25 arası,16,0.06045453929844272,0.056507374600869895,1900.9206328846103,1679.6732542860245,31237.335625,32238.333055063005
