m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.16267914832234703,0.13598133942436907,6526.2039369980175,5440.122873622786,38271.07372093023,37657.926981605495
151-200,157,0.12480118054121497,0.10417987924277415,4815.082909869872,3804.884041538615,38226.67821656051,38043.81296497633
126-150,210,0.11989814977900477,0.1048605796137794,4758.195670814591,3795.0519571593213,39304.85638095238,39081.68269185434
0-75,36,0.1116707401404975,0.10608988612351694,6111.806278380591,6115.735826388725,53737.835,51936.13644232972
101-125,242,0.09755901155749892,0.0790691551942492,3870.8411327929866,3153.403666289236,39855.12661157025,39639.20236304913
76-100,231,0.09622568083020994,0.07599290145327992,4302.474222174187,3375.185310259316,43828.92463203463,43100.52281887472
