county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,919,0.43585110313307307,0.4513097241138301,0.11284165796599148,0.09376763793767741,4671.55868897045,3650.4500617768354
