m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.160812426026189,0.16397845496649674,6427.315716261368,4898.114481446104,38271.07372093023,37733.35550761503
0-75,36,0.1333244433817913,0.13495361937862188,7697.73560754875,7279.089064529318,53737.835,48907.487014992206
151-200,157,0.12298759593467032,0.1009859321337979,4733.815907288232,3622.7001308329127,38226.67821656051,38030.63460535866
126-150,210,0.12092900773286638,0.10590154366952023,4781.915066964119,3948.3065798694333,39304.85638095238,39114.81870563915
101-125,242,0.1040702985827719,0.08390265276116761,4139.817206719038,3386.6911460212905,39855.12661157025,39704.69877159966
76-100,231,0.09566109500952197,0.07964331000822567,4287.542649178032,3414.0764252653316,43828.92463203463,42928.99869266147
