county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,2855.868118146137,0.0831746982551938,1.0
Gölcük,8,2457.5529381362917,0.09166073177507594,1.0
Karamürsel,8,2457.5529381362926,0.09166073177507597,1.0
İzmit,8,2457.552938136293,0.09166073177507598,1.0
