site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.5069209666129647,0.5069209666129647,12129.893834065988,12129.893834065988,23928.57,36058.46383406599
Evet,385,0.11765297059481096,0.09381573067623965,4968.755081569233,4031.637721289364,42168.258181818186,41668.45029632472
Hayır,530,0.10271147443482131,0.08371995380540599,4170.63206374356,3214.104111158991,40022.29345283019,39605.71307812768
,3,0.07293630850225113,0.08639817300963579,3147.407168840058,4319.90865048179,44908.426666666666,41822.05455240279
