heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Doğalgaz Sobası,2,0.28217435212623937,0.28217435212623937,7599.830837636515,7599.830837636515,31222.53,34654.66847208386
Yok,7,0.2437076767323809,0.28617299190929835,9787.164669856578,9837.196596882131,38691.852857142854,35556.915017117375
Kombi (Doğalgaz),411,0.1126584221499007,0.09430054948352051,4497.449919456644,3719.835223066373,39626.50433090024,39461.330101901025
Yerden Isıtma,479,0.10494285204662378,0.08397626464001984,4483.855758637285,3396.4425157977093,42124.539373695196,41447.47553026889
Kat Kaloriferi,3,0.09601956993673594,0.09548628611314804,4242.329608434035,4048.618531197477,42044.49,37802.160391565965
Merkezi,2,0.09148189472309554,0.09148189472309554,3133.299412913275,3133.299412913275,36354.165,39055.18384616135
Merkezi (Pay Ölçer),10,0.07825642757986685,0.059282973316543724,3164.221509887901,2580.0173230288274,40760.307,41735.002872437086
Kombi (Elektrik),2,0.07313462284715198,0.07313462284715198,2485.57581204519,2485.57581204519,33321.479999999996,35208.844395628024
,3,0.07293630850225113,0.08639817300963579,3147.407168840058,4319.90865048179,44908.426666666666,41822.05455240279
