district,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Yaylacık Mh.,1,8.0,8.0,0,0,1.5771882398898254,56250.0
Barbaros Mah.,1,5.0,5.0,0,0,1.00328011753206,37000.0
Tepecik Mh.,1,5.0,5.0,0,0,0.854524847318964,31956.52
Yuvacık Yakacık Mh.,1,5.0,5.0,0,0,0.7625898518051111,32692.31
Havuzlubahçe Mh.,3,3.3333333333333335,5.0,0,0,0.9331830264571215,36031.14666666667
Döngel Mh.,46,2.0434782608695654,0.0,0,0,0.995637530782497,36545.949782608695
Aydınkent Mh.,5,2.0,0.0,0,0,0.9695672316058825,34476.238
Fatih Mah.,107,1.7102803738317758,0.0,0,0,0.9817441794860011,38369.89560747664
Paşadağ Mh.,45,1.5777777777777777,0.0,0,0,0.962450280701272,33883.015999999996
Yeşilyurt Mh.,153,1.3333333333333333,0.0,0,0,0.9729302150909418,35792.14973856209
Damlar Mah.,5,1.0,0.0,0,0,1.1437798590267774,46559.956
Serdar Mah.,23,0.8695652173913043,0.0,0,0,1.0015834845330678,37451.63434782608
Sahil Mah.,3,0.0,0.0,0,0,1.0876401377135978,36406.636666666665
