heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Kombi (Elektrik),1,0.13683222112803728,0.13683222112803728,4960.168015891351,4960.168015891351,36250.0,41210.16801589135
Kombi (Doğalgaz),140,0.1248215265257228,0.10797411215925268,4485.950211664685,3813.644117990505,36127.58357142857,35857.25280403559
Yerden Isıtma,248,0.09506715397226632,0.07489057217930481,3612.984529810365,2672.8976601657414,36904.80189516129,36351.18943164817
Kat Kaloriferi,2,0.06642852042172799,0.06642852042172799,2105.6366185654388,2105.6366185654388,32592.595,33167.633464414444
Merkezi (Pay Ölçer),2,0.05766375907904825,0.05766375907904825,1906.0442460394497,1906.0442460394497,36801.24,38252.688913800666
Yok,1,0.038184850936254434,0.038184850936254434,1684.6258889078454,1684.6258889078454,44117.65,42433.024111092156
