basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
394,0.515779570816579,0.016273597067222256,0.34517766497461927,0.5228426395939086,0.19543147208121828,0.6624365482233503,premium_target_stats,disabled
