district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Yaylacık Mh.,1,0.28000494085927624,0.28000494085927624,15750.277923334288,15750.277923334288,56250.0,40499.72207666571
Yuvacık Yakacık Mh.,1,0.2489554962678785,0.2489554962678785,8138.930260193327,8138.930260193327,32692.31,40831.24026019333
Sahil Mah.,3,0.15138414893703586,0.13704465426479037,5165.721592020411,5353.306807218374,36406.636666666665,36047.28480661695
Aydınkent Mh.,5,0.13641234769294275,0.1488442424053689,4695.711129329549,4927.01978546616,34476.238,37577.634361597986
Döngel Mh.,46,0.13193815671009868,0.1093274475014577,5019.264903071616,3410.6374599545634,36545.949782608695,35734.14156187653
Havuzlubahçe Mh.,3,0.1290932764629738,0.13683222112803728,4533.655378259158,4960.168015891351,36031.14666666667,38872.28688739213
Serdar Mah.,23,0.11300706748786879,0.07590192393663422,4198.2474801400285,2885.5643300184965,37451.63434782608,36689.183870816196
Paşadağ Mh.,45,0.11145574568147207,0.10569820321097938,3825.6898237236987,3653.4113774032667,33883.015999999996,33468.33568344662
Damlar Mah.,5,0.09964444147324304,0.09622045888224182,4767.388337223894,4510.334010105085,46559.956,42188.777288370155
Fatih Mah.,107,0.0994915333939115,0.08244939480186768,3943.6107653642453,3022.143180655861,38369.89560747664,38065.59848577505
Yeşilyurt Mh.,153,0.09472351354643017,0.07362279816087539,3356.324050139667,2476.168330596629,35792.14973856209,35416.371099890115
Tepecik Mh.,1,0.08805638024078132,0.08805638024078132,2813.975476292133,2813.975476292133,31956.52,34770.49547629213
Barbaros Mah.,1,0.014018528086083353,0.014018528086083353,518.685539185084,518.685539185084,37000.0,36481.314460814916
