room_count,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
4.5+1,1,12.0,12.0,0,0,1.0001697415686726,33613.44
5+2,1,12.0,12.0,0,0,1.089146090463251,40677.97
5+1,3,4.0,5.0,0,0,0.8347449593710018,28794.36333333333
1+1,6,2.5,0.0,0,0,1.1763864372852582,41355.26666666666
4+1,66,2.3636363636363638,0.0,0,0,0.9810148353629372,34738.1753030303
2+1,104,1.4711538461538463,0.0,0,0,0.9795871146763062,37248.11413461539
3+1,212,1.2264150943396226,0.0,0,0,0.9814039339381264,36925.890943396225
4+2,1,0.0,0.0,0,0,0.7396538403160801,25789.47
