county,group,feature,non_null_count,positive_count,positive_rate,missing_rate,reliability_status
Başiskele,front,front_east,394,190,0.48223350253807107,0.0,ok
Başiskele,front,front_north,394,116,0.29441624365482233,0.0,ok
Başiskele,front,front_south,394,202,0.5126903553299492,0.0,ok
Başiskele,front,front_west,394,176,0.4467005076142132,0.0,ok
Başiskele,inside,in_air_conditioner,394,10,0.025380710659898477,0.0,ok
Başiskele,inside,in_builtin_kitchen,394,76,0.19289340101522842,0.0,ok
Başiskele,inside,in_dressing_room,394,32,0.08121827411167512,0.0,ok
Başiskele,inside,in_fiber,394,117,0.2969543147208122,0.0,ok
Başiskele,inside,in_glass_balcony,394,20,0.050761421319796954,0.0,ok
Başiskele,inside,in_heat_glass,394,177,0.44923857868020306,0.0,ok
Başiskele,inside,in_intercom,394,154,0.39086294416243655,0.0,ok
Başiskele,inside,in_laminate_floor,394,175,0.44416243654822335,0.0,ok
Başiskele,inside,in_pantry,394,37,0.09390862944162437,0.0,ok
Başiskele,inside,in_parent_bathroom,394,110,0.27918781725888325,0.0,ok
Başiskele,inside,in_pvc,394,141,0.35786802030456855,0.0,ok
Başiskele,inside,in_smart_home,394,18,0.04568527918781726,0.0,ok
Başiskele,inside,in_steel_door,394,231,0.5862944162436549,0.0,ok
Başiskele,inside,in_terrace,394,109,0.2766497461928934,0.0,ok
Başiskele,nearby,near_city_center,394,184,0.467005076142132,0.0,ok
Başiskele,nearby,near_hospital,394,246,0.6243654822335025,0.0,ok
Başiskele,nearby,near_lake_zero,394,7,0.017766497461928935,0.0,unreliable
Başiskele,nearby,near_mall,394,175,0.44416243654822335,0.0,ok
Başiskele,nearby,near_market,394,275,0.6979695431472082,0.0,ok
Başiskele,nearby,near_mosque,394,270,0.6852791878172588,0.0,ok
Başiskele,nearby,near_park,394,247,0.6269035532994924,0.0,ok
Başiskele,nearby,near_pharmacy,394,240,0.6091370558375635,0.0,ok
Başiskele,nearby,near_school,394,269,0.682741116751269,0.0,ok
Başiskele,nearby,near_sea_zero,394,12,0.030456852791878174,0.0,ok
Başiskele,nearby,near_university,394,151,0.383248730964467,0.0,ok
Başiskele,outside,out_camera,394,101,0.2563451776649746,0.0,ok
Başiskele,outside,out_children_playground,394,80,0.20304568527918782,0.0,ok
Başiskele,outside,out_closed_pool,394,19,0.048223350253807105,0.0,ok
Başiskele,outside,out_generator,394,11,0.027918781725888325,0.0,ok
Başiskele,outside,out_heat_insulation,394,208,0.5279187817258884,0.0,ok
Başiskele,outside,out_hydrofor,394,15,0.03807106598984772,0.0,ok
Başiskele,outside,out_open_pool,394,66,0.16751269035532995,0.0,ok
Başiskele,outside,out_pool,394,71,0.1802030456852792,0.0,ok
Başiskele,outside,out_sauna_hamam,394,28,0.07106598984771574,0.0,ok
Başiskele,outside,out_security,394,75,0.19035532994923857,0.0,ok
Başiskele,outside,out_sound_insulation,394,164,0.41624365482233505,0.0,ok
Başiskele,outside,out_sports_area,394,57,0.1446700507614213,0.0,ok
Başiskele,subtype,subtype_duplex,394,259,0.6573604060913706,0.0,unmapped_extra
Başiskele,subtype,subtype_garden_duplex,394,78,0.19796954314720813,0.0,unmapped_extra
Başiskele,subtype,subtype_middle_floor,394,46,0.116751269035533,0.0,unmapped_extra
Başiskele,subtype,subtype_reverse_duplex,394,14,0.03553299492385787,0.0,unmapped_extra
Başiskele,subtype,subtype_roof_duplex,394,149,0.37817258883248733,0.0,unmapped_extra
Başiskele,subtype,subtype_top_floor,394,24,0.06091370558375635,0.0,unmapped_extra
Başiskele,subtype,subtype_triplex,394,2,0.005076142131979695,0.0,unmapped_extra+unreliable
Başiskele,transport,transport_airport,394,14,0.03553299492385787,0.0,ok
Başiskele,transport,transport_bus_stop,394,255,0.6472081218274112,0.0,ok
Başiskele,transport,transport_e5,394,98,0.24873096446700507,0.0,ok
Başiskele,transport,transport_main_road,394,212,0.5380710659898477,0.0,ok
Başiskele,transport,transport_metro,394,18,0.04568527918781726,0.0,ok
Başiskele,transport,transport_minibus,394,209,0.5304568527918782,0.0,ok
Başiskele,transport,transport_tem,394,26,0.06598984771573604,0.0,ok
Başiskele,transport,transport_train,394,15,0.03807106598984772,0.0,ok
Başiskele,transport,transport_tram,394,13,0.03299492385786802,0.0,ok
Başiskele,view,view_bosphorus,394,4,0.01015228426395939,0.0,unreliable
Başiskele,view,view_city,394,178,0.4517766497461929,0.0,ok
Başiskele,view,view_lake,394,3,0.007614213197969543,0.0,unreliable
Başiskele,view,view_nature,394,188,0.47715736040609136,0.0,ok
Başiskele,view,view_park_green,394,198,0.5025380710659898,0.0,ok
Başiskele,view,view_pool,394,23,0.0583756345177665,0.0,ok
Başiskele,view,view_river,394,3,0.007614213197969543,0.0,unreliable
Başiskele,view,view_sea,394,78,0.19796954314720813,0.0,ok
