m2_group,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
200+,28,5.785714285714286,7.0,0,0,0.9945730999519888,35805.86928571428
76-100,25,2.12,0.0,0,0,1.167623309536709,40662.224
101-125,65,1.4307692307692308,0.0,0,0,0.9857295585389884,38092.25769230769
126-150,143,1.4055944055944056,0.0,0,0,0.9782933594808035,36647.10468531468
151-200,131,0.8473282442748091,0.0,0,0,0.9698216795237237,35156.87099236641
0-75,2,0.0,0.0,0,0,1.1854055572367326,44102.565
