floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Zemin/Giriş,24,0.1427794356539297,0.1093274475014577,5105.112407823462,3605.190326054457,36230.581249999996,36085.01812861337
Ara Kat,124,0.11473699068033837,0.10238323054996437,4384.417857777695,3874.595434197112,37579.27241935484,37199.49396152161
Bahçe,70,0.11157352400682098,0.07489057217930481,4115.834809904951,2611.6390236055413,36530.082428571426,36093.47221875224
Çatı,23,0.09780432946295806,0.06246481062354627,3595.329372897372,2106.7263026752044,35351.114782608696,35260.52290044137
En Üst Kat,152,0.08994588247044727,0.0749582210256293,3283.2180865452133,2719.1286375253767,36183.30756578947,35609.21555971022
Bodrum,1,0.08935583609932934,0.08935583609932934,2680.6750829798802,2680.6750829798802,30000.0,32680.67508297988
