is_large_home,n,mape,mae,mean_actual,mean_pred
0,202,0.08626202183398528,3416.017960181557,37939.09361386138,37311.235155364026
1,192,0.1252601099964795,4420.238128663338,35238.07802083334,35024.60784955004
