county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,394,0.343982781751075,0.34836513083280984,0.10526616631926165,0.08539114503753743,3905.3841336549126,3015.9996796449377
