m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,28,0.1584876100171411,0.11180752063767181,5218.3081646855435,4601.172285340668,35805.86928571428,35357.119061364305
151-200,131,0.12603002192260007,0.11037486973329519,4519.272094207579,3819.725141424249,35156.87099236641,34894.84125739687
0-75,2,0.12541351216052893,0.12541351216052893,5734.353915987387,5734.353915987387,44102.565,38368.21108401261
76-100,25,0.11147939113695104,0.1100495054194459,4546.334941225625,4936.131272221261,40662.224,39288.59893133317
101-125,65,0.08580444597592733,0.07302216774801924,3460.4984020884235,2694.275399983795,38092.25769230769,37272.97690111382
126-150,143,0.08330197752635259,0.06617327044980575,3150.521665799192,2271.63635073731,36647.10468531468,36494.23619605733
