county,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Başiskele,394,1.5736040609137056,0.0,0,0,0.9809547242054591,36622.86266497462
