county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,1735.3349082183186,0.05022641589013277,0.875
Gölcük,8,1838.2531050410043,0.050873268951414585,0.875
Karamürsel,8,1838.2531050410043,0.050873268951414585,0.875
İzmit,8,1838.2531050410043,0.050873268951414585,0.875
